Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Azteca Video,3308,W Montrose Ave,,,,Chicago,,Out of Business,Arts and Entertainment,Video rental,No,2019,Video Tape Rental,773-463-5152,,POINT(-87.7111511121823 41.9611955112469),-87.71115111,41.96119551,
Aztlan Mexican Grill 1,3358,W Montrose Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-463-2774,,POINT(-87.7128615386192 41.961215496696),-87.71286154,41.9612155,
B-Mart,3756,W Montrose Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,,,POINT(-87.7227731083914 41.9611010520436),-87.72277311,41.96110105,
Baca Construction,4530,N Kasson Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-205-7011,,POINT(-87.7320906321476 41.9637736011264),-87.73209063,41.9637736,
Back To One Massage,5118,N Tripp Ave,,,,Chicago,,Unknown,Personal Service,Massage,Yes,2019,No evidence of business,773-454-4909,,POINT(-87.7343769613267 41.9742621620131),-87.73437696,41.97426216,
Baconfest,3102,W Leland Ave,,,,Chicago,,Active,Dining,Other,Yes,2019,Name on voicemail,773-257-3378,,POINT(-87.7063224447479 41.9666765330786),-87.70632244,41.96667653,
Bags N Tees,3902,W Lawrence Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,Bus  Services  Nec,773-615-7795,,POINT(-87.7257353156172 41.9683368591549),-87.72573532,41.96833686,
Baladna Jewelry,4831,N Kedzie Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,Jewelry Stores,773-509-2700,,POINT(-87.7084431209954 41.9692663171983),-87.70844312,41.96926632,
Bamboo,3646,W Lawrence Ave,,,,Chicago,,Active,Retail,Other,No,2019,Wholesale & retail bamboo,773-822-8870,,POINT(-87.7200901 41.9684957),-87.7200901,41.9684957,
Bando Travel Service,4143,W Lawrence Ave,,,,Chicago,,Active,Arts and Entertainment,Travel,No,2019,Travel Agencies,773-282-0110,,POINT(-87.7322919967051 41.9681574815374),-87.732292,41.96815748,
Bank of America,4445,N Pulaski Rd,L,,,Chicago,60630,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,ATM Only,,,POINT(-87.7273513 41.9619272),-87.7273513,41.9619272,
Banrural,3107,W Lawrence Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other,No,2019,,773-279-9055,,POINT(-87.7063723326872 41.9684514738176),-87.70637233,41.96845147,
Barakeh Travel,3550,W Lawrence Ave,,,,Chicago,,Out of Business,Arts and Entertainment,Travel,No,2019,Travel Agencies,773-735-7300,,POINT(-87.7178602768998 41.9683775115103),-87.71786028,41.96837751,
Bargains In A Box,4749,N Kedzie Ave,,,,Chicago,,Active,Retail,Small mixed,No,2019,Misc Rtl Strs Nec,773-539-5366,,POINT(-87.7084046614231 41.9681568570394),-87.70840466,41.96815686,
Bass Management,3336,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-850-1103,,POINT(-87.7123246380318 41.9684414859022),-87.71232464,41.96844149,
Bassell Nurse Practitioner Services,5061,N Pulaski Rd,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Ofcs Hlth Prnrs Ne,630-453-9331,,POINT(-87.7281235883096 41.9731148397184),-87.72812359,41.97311484,
Bay Printers,4540,W Lawrence Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,,773-685-0700,,POINT(-87.7426183716445 41.9681570600847),-87.74261837,41.96815706,
Bbs Apartments WI,4833,N Sawyer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Rl Estate Agents Managers,847-312-6043,,POINT(-87.7096645638804 41.9694573665636),-87.70966456,41.96945737,
Beauty By Kathy,4424,N Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,"No sign, will call again during field check 7/29/19",773-777-0071,,POINT(-87.7278908851252 41.9617607425371),-87.72789089,41.96176074,
Bella Properties,4544,N Francisco Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Nrsdntl Building Optrs,773-583-8607,,POINT(-87.7010512528316 41.9641157832075),-87.70105125,41.96411578,
Benbow Consultants,3018,W Wilson Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Management Consulting Services,312-747-9620,,POINT(-87.7042612773965 41.9647724934992),-87.70426128,41.96477249,
Berenice Unisex,4808,N Drake Ave,,,,Chicago,,Active,Personal Service,Beauty,Yes,2019,Beauty Shops,773-279-8044,,POINT(-87.7170719630171 41.9687112739483),-87.71707196,41.96871127,
Bernard Jewelery,3151,W Lawrence Ave,,,,Chicago,60625,Active,Retail,Beauty-Accessory,No,2019,,773-539-7819,,POINT(-87.7080853 41.9681957),-87.7080853,41.9681957,
Bespoke Vintage,4216,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,,847-826-4118,,POINT(-87.7337318604599 41.9682074861088),-87.73373186,41.96820749,
Best Cost Moving and Storage,4723,N Keystone Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,Yes,2019,Lcl Trckg Wth Strge,561-674-4421,,POINT(-87.7291530899646 41.9663792831233),-87.72915309,41.96637928,
Best Garage Sale,4342,W Lawrence Ave,,,,Chicago,,Active,Retail,Other,No,2019,,773-993-0977,,POINT(-87.7372104444639 41.9681594785952),-87.73721044,41.96815948,
Best Quality Carpentry,4824,N Albany Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Carpentry Work,773-679-9378,,POINT(-87.7060574031115 41.969231161568),-87.7060574,41.96923116,
Best Tax Services,4905,N Kimball Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,Tax Retrn Prep Services,773-614-2343,,POINT(-87.7133701261055 41.9703385606109),-87.71337013,41.97033856,
Beto's Pizza,3441,W Lawrence Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-588-5808,,POINT(-87.7148314452226 41.9683001407684),-87.71483145,41.96830014,
Betty's & Nick's Hair Salon,3400,W Montrose Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-478-4372,,POINT(-87.7132833892733 41.961160486096),-87.71328339,41.96116049,
Bharat Bazar,3900,W Lawrence Ave,,,,Chicago,,Active,Retail,Small Grocery,No,2019,,773-583-4378,,POINT(-87.7256780605942 41.9683370608638),-87.72567806,41.96833706,
Big Coin Laundry,4718,N Kimball Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,Lndry Gmt Services Ne,773-279-9015,,POINT(-87.7133832531867 41.9671319193081),-87.71338325,41.96713192,
Big Shoulders Investments,4521,N Sawyer Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,Rl Est Invstmnt Trs,312-464-4382,,POINT(-87.7095036226124 41.9636617854814),-87.70950362,41.96366179,
Big Tree Merchandise,3210,W Lawrence Ave,,,,Chicago,60625,Active,Retail,Clothing,No,2019,,,,POINT(-87.7090313 41.9685829),-87.7090313,41.9685829,
Birriera el Texcal,3700,W Lawrence Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,,773-240-9772,,POINT(-87.7208388056159 41.9683514857237),-87.72083881,41.96835149,
BKB Design,3050,W Wilson Ave,,,,Chicago,,Active,Trade Service,Media,Yes,2019,,773-293-7581,,POINT(-87.705503999574 41.9647595112644),-87.705504,41.96475951,
Black Atlas Studios,4718,N Bernard St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,,347-261-8582,,POINT(-87.7145789108299 41.9672689943395),-87.71457891,41.96726899,
Black Diamond Charities,3723,W Windsor Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,Yes,2019,Indvdl Family Services,773-655-2875,,POINT(-87.7214907561368 41.9637084738256),-87.72149076,41.96370847,
Blades Hair Design,4528,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-283-3883,,POINT(-87.7426514997156 41.968099486017),-87.7426515,41.96809949,
Blank Pantry,4632,N Kedzie Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-942-7408,,POINT(-87.7084254610152 41.9657119104026),-87.70842546,41.96571191,
Blessingwhite,4420,N Whipple St,,,,Chicago,,Active,Social Services & Political Advocacy,Employment,Yes,2019,Job Trnng Rltd Svc,773-326-0123,,POINT(-87.7046294105932 41.9619147483357),-87.70462941,41.96191475,
Bliss Shop,4809,N Pulaski Rd,,,,Chicago,60630,Active,Retail,Toys,No,2019,change of name,773-997-9238,,POINT(-87.7277691 41.9686233),-87.7277691,41.9686233,
Blue Commercial Cleaning,4626,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,Spcl Trd Cntrs Nec,773-628-7505,,POINT(-87.7439473204112 41.9681388588036),-87.74394732,41.96813886,
Bob Kennedy Roofing,2929,N Oakley Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Rfng Sdng Sht Mtl,773-416-0849,,POINT(-87.721857053177 41.9685657797006),-87.72185705,41.96856578,
Bodyfit Athletic Club,3011,W Gunnison St,,,,Chicago,,Unknown,Fitness,Weight loss,Yes,2019,,773-206-7998,,POINT(-87.7041897481437 41.96936047376),-87.70418975,41.96936047,
Boem,3912,W Montrose Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-463-1407,,POINT(-87.7259830287517 41.9610065118738),-87.72598303,41.96100651,
Bombe Pop,5110,N Keeler Ave,,,,Chicago,,Unknown,Dining,Cafe-Bakery-Specialty,Yes,2019,No evidence of business,219-743-0071,,POINT(-87.7331494359488 41.9740379689501),-87.73314944,41.97403797,
BongPrint.com,3744,W Lawrence Ave,,,,Chicago,,Out of Business,Trade Service,"Copy, mail, and print shops",No,2019,Commercial Prtng Lith,773-840-8999,,POINT(-87.7224728608807 41.9683235116314),-87.72247286,41.96832351,
Boom Entertainment,2650,W Montrose Ave,,,,Chicago,,Active,Trade Service,Equipment rental,No,2019,Entrs Entrtnmnt Gr,847-637-0019,,POINT(-87.6954119771259 41.9613054601964),-87.69541198,41.96130546,
Boost Mobile,4409,N Kedzie Ave,,,,Chicago,,Active,Retail,Phones,No,2019,,773-654-3826,,POINT(-87.7082038942453 41.9615922371693),-87.70820389,41.96159224,
Boost Mobile,3114,W Lawrence Ave,,,,Chicago,60625,Active,Retail,Phones,No,2019,,773-800-0807,,POINT(-87.7066968 41.968733),-87.7066968,41.968733,
Boost Mobile,3427,W Lawrence Ave,,,,Chicago,,Active,Retail,Phones,No,2019,,773-539-5310,,POINT(-87.7144333 41.9682866),-87.7144333,41.9682866,
Boost Mobile,3935,W Lawrence Ave,,,,Chicago,,Active,Retail,Phones,No,2019,Radio Telephon Comm,773-583-4705,,POINT(-87.7271404711644 41.9682125395292),-87.72714047,41.96821254,
Boot Camp with Coach Loui,3956,W Lawrence Ave,,,,Chicago,,Active,Fitness,Fitness art,No,2019,,708-698-0854,,POINT(-87.7277501505612 41.9683166321522),-87.72775015,41.96831663,
Botanica Lucerito,3706,W Lawrence Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,Botncl Zoolgcl Gdn,773-279-9202,,POINT(-87.721133677608 41.968390024803),-87.72113368,41.96839002,
Botanica San Pedro,4406,N Kedzie Ave,,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,773-312-1048,,POINT(-87.7083181877972 41.9615803197166),-87.70831819,41.96158032,
Botanical Lucero,4644,N Kedzie Ave,,,,Chicago,,Active,Retail,Other,No,2019,Misc Food Stores,773-463-6840,,POINT(-87.7084489357902 41.9660175747746),-87.70844894,41.96601757,
Bow Wow Meow,4524,N Kimball Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,Animal Specialty Services,773-478-9699,,POINT(-87.7132594356962 41.9637315751819),-87.71325944,41.96373158,
Bradley Corporation,3617,W Lawrence Ave,,,,Chicago,,Out of Business,Unknown,Unknown,No,2019,Nrsdntl Building Optrs,773-583-6594,,POINT(-87.7191521647711 41.968312513815),-87.71915216,41.96831251,
Brazilian Bowl,3200,W Lawrence Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-961-7399,,POINT(-87.7087517219398 41.9684664530161),-87.70875172,41.96846645,
Brian R. Langowski,4445,N Elston Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,,773-736-3442,,POINT(-87.730703 41.9619928),-87.730703,41.9619928,
Bridget Melton,2850,W Eastwood Ave,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,Personal Traveling photographer.,312-351-0352,,POINT(-87.7003415253666 41.9656745259045),-87.70034153,41.96567453,
Brite Dental,4714,N Kimball Ave,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-267-2672,,POINT(-87.7133803767812 41.9670190228442),-87.71338038,41.96701902,
Brodner & Associates,4420,N Richmond St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,Yes,2019,Comp Rltd Services Nec,773-539-4980,,POINT(-87.7022069174783 41.9619139100236),-87.70220692,41.96191391,
Broecker Construction,5115,N Kolmar Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-283-5512,,POINT(-87.7418560711759 41.9740194968662),-87.74185607,41.9740195,
Brothers Hair Salon,4869,N Elston Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-282-2324,,POINT(-87.742186325112 41.9693709277252),-87.74218633,41.96937093,
Bru Coffeeworks,3005,W Lawrence Ave,,,,Chicago,60625,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-576-5132,,POINT(-87.7039086 41.9683758),-87.7039086,41.9683758,
Budget Home Renovations,4730,N Drake Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Sngl-Fam Hsng Cnstr,773-807-5406,,POINT(-87.7170184288161 41.9674849944841),-87.71701843,41.96748499,
Buds N' Studs,3908,W Montrose Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,,312-758-1226,,POINT(-87.7258390288117 41.961005453114),-87.72583903,41.96100545,
Bug Out Pest Control,4216,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,Dsnfctng PST Cntrl,773-545-3560,,POINT(-87.7337318604599 41.9682074861088),-87.73373186,41.96820749,
Business Insurance Specialist,2934,W Sunnyside Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Insurance Agnts Sv,773-509-0579,,POINT(-87.7025105255864 41.9630914637916),-87.70251053,41.96309146,
Butterfly Jewelry,4300,W Lawrence Ave,,,,Chicago,,Active,Retail,Beauty-Accessory,No,2019,,,,POINT(-87.735607 41.968417),-87.735607,41.968417,
C Nails,5121,N Lowell Ave,,,,Chicago,,Out of Business,Personal Service,Beauty,Yes,2019,Beauty Shops,773-226-7173,,POINT(-87.736786064154 41.9743265866349),-87.73678606,41.97432659,
C&P Maintenance,3700,W Agatite Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Plmbg Hdrnc Htg Su,773-286-4949,,POINT(-87.720704025984 41.961972519034),-87.72070403,41.96197252,
C&S Lawrence Towerpoint,3004,W Lawrence Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,No answer,773-583-3429,,POINT(-87.7038082668802 41.9685674407878),-87.70380827,41.96856744,
Cabconnect,4118,W Lawrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit","Taxi, limo and similar",No,2019,Bus  Services  Nec,773-282-3565,,POINT(-87.7313335284329 41.9682245118459),-87.73133353,41.96822451,
Cac Flooring,4739,N Kedvale Ave,,,,Chicago,,Active,Trade Service,Indoor service,Yes,2019,Flr Laying Work Ne,773-286-8850,,POINT(-87.7317050455833 41.9675214969348),-87.73170505,41.9675215,
Caceres Trucking,4548,N Karlov Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,Yes,2019,Lcl Trckg W/O Strge,773-908-1063,,POINT(-87.7303684359838 41.9639222203329),-87.73036844,41.96392222,
Caldian Hair Salon,4633,N Kedzie Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-539-1002,,POINT(-87.7083636299742 41.9658575340684),-87.70836363,41.96585753,
Candace Dance,4901,N Elston Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,DNC Stdios Scls H,773-398-0760,,POINT(-87.7427083253438 41.9697039275642),-87.74270833,41.96970393,
Cano Accounting Services,4854,N Kilpatrick Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,Yes,2019,No evidence of business,312-391-6477,,POINT(-87.7446634007619 41.9693596642656),-87.7446634,41.96935966,
Canvas Supply,3719,W Lawrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Warehouse,No,2019,,866-389-2218,,POINT(-87.7215242084996 41.9682408349356),-87.72152421,41.96824083,
Capricornio Hair Studio,3619,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-787-6191,,POINT(-87.7190683591416 41.9682684483922),-87.71906836,41.96826845,
Capstone Builders,3733,W Eastwood Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Single family housing contractor.,773-418-9537,,POINT(-87.72196971988 41.9655395394298),-87.72196972,41.96553954,
Cardona's,3537,W Lawrence Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-279-8193,,POINT(-87.7171429308229 41.9682811039714),-87.71714293,41.9682811,
Care For Soul,3834,W Lawrence Ave,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,847-983-0041,,POINT(-87.7246196879844 41.9683579945091),-87.72461969,41.96835799,
Cargo Master Logistics,3410,W Montrose Ave,,0.5,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,773-961-7626,,POINT(-87.7137230283666 41.9612090519755),-87.71372303,41.96120905,
Carlsons Automotive Service,3706,W Montrose Ave,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Gnrl Atmtve RPR Shp,773-267-1560,,POINT(-87.720862112406 41.9610644931434),-87.72086211,41.96106449,
Carrol's Cuddle Care,3030,W Gunnison St,,,,Chicago,,Unknown,Childcare and Schools,Home daycare,Yes,2019,,773-588-2275,,POINT(-87.7048823609058 41.9694134862729),-87.70488236,41.96941349,
Carthago Logistics,4925,N Kilbourn Ave,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Moving and storage,Yes,2019,Lcl Trckg W/O Strge,312-656-1085,,POINT(-87.7404771221805 41.9707184249389),-87.74047712,41.97071842,
Casa Blanca Hair Salon,4549,N Kedzie Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-463-0931,,POINT(-87.7083255971017 41.9645165340519),-87.7083256,41.96451653,
Casa dei Bambini Montessori,4967,N Elston Ave,,,,Chicago,,Active,Childcare and Schools,Seminary,No,2019,Child Day Care Services,773-283-7474,,POINT(-87.7446954912788 41.9709173142398),-87.74469549,41.97091731,
Cash America Pawn,3243,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Pawn shop,No,2019,Used Merch Stores,773-588-1425,,POINT(-87.7099511471173 41.968363140757),-87.70995115,41.96836314,
Castillo & Associates,5058,N Keeler Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,,773-205-0625,,POINT(-87.733140435728 41.9735149943269),-87.73314044,41.97351499,
Catbird Baby,4844,N Troy St,,,,Chicago,,Active,Retail,Clothing,Yes,2019,Womens Clothng Strs,773-922-6570,,POINT(-87.7072984283715 41.9698074967922),-87.70729843,41.9698075,
Cathy Bridal Shop,3704,W Lawrence Ave,,,,Chicago,,Out of Business,Retail,Clothing,No,2019,,,,POINT(-87.7209943 41.9684942),-87.7209943,41.9684942,
CB Capital Partners,3054,W Eastwood Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Holding-and-Other-Investment-Offices. No answer.,847-772-4153,,POINT(-87.7056337773865 41.9656524605575),-87.70563378,41.96565246,
