census_tract,PlaceType,count_of_Active_PlaceStatus
17031351500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031351500,Trade Service,1
17031360200,Personal Service,1
17031360200,Religious (except school or residence),1
17031380100,Childcare and Schools,1
17031380100,Dining,3
17031380100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031380100,Fitness,1
17031380100,Other,1
17031380100,Personal Service,4
17031380100,Retail,3
17031380100,Trade Service,2
17031380200,Dining,1
17031380200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031380200,Personal Service,1
17031380200,Retail,6
17031380200,Social Services & Political Advocacy,1
17031380600,Personal Service,2
17031380600,Service or Programmed Residential Space,2
17031380600,Social Services & Political Advocacy,1
17031381200,Arts and Entertainment,1
17031381200,Childcare and Schools,1
17031381200,Dining,1
17031381200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031381200,Personal Service,3
17031381200,Service or Programmed Residential Space,1
17031381200,Social Services & Political Advocacy,1
17031381200,Trade Service,1
17031381200,"Wholesale, storage and transit",2
17031381400,Childcare and Schools,1
17031381400,Dining,2
17031381400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031381400,Public Services,1
17031381400,Retail,2
17031381400,Service or Programmed Residential Space,1
17031381400,Trade Service,1
17031381500,Dining,2
17031381500,Industrial,1
17031381500,Personal Service,1
17031381500,Retail,1
17031381500,Service or Programmed Residential Space,1
17031381700,Fitness,1
17031381700,Health Services,2
17031381700,Public Services,1
17031381700,Retail,2
17031381700,Trade Service,1
17031381800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031381800,Public Services,1
17031381800,Service or Programmed Residential Space,4
17031381900,Arts and Entertainment,1
17031381900,Childcare and Schools,2
17031381900,Health Services,1
17031381900,Personal Service,1
17031381900,Service or Programmed Residential Space,2
17031381900,Social Services & Political Advocacy,1
17031390100,Dining,8
17031390100,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031390100,Fitness,1
17031390100,Health Services,2
17031390100,Personal Service,6
17031390100,Religious (except school or residence),1
17031390100,Retail,7
17031390200,Arts and Entertainment,1
17031390200,Childcare and Schools,3
17031390200,Dining,2
17031390200,Fitness,1
17031390200,Personal Service,2
17031390200,Religious (except school or residence),4
17031390200,Retail,4
17031390200,Social Services & Political Advocacy,1
17031390300,Arts and Entertainment,1
17031390300,Childcare and Schools,1
17031390300,Dining,4
17031390300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031390300,Personal Service,3
17031390300,Public Services,1
17031390300,Religious (except school or residence),4
17031390300,Retail,2
17031390300,Social Services & Political Advocacy,1
17031390300,Trade Service,1
17031390400,Childcare and Schools,1
17031390400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031390400,Health Services,2
17031390400,Personal Service,2
17031390400,Religious (except school or residence),1
17031390400,Retail,2
17031390400,Social Services & Political Advocacy,1
17031390500,Childcare and Schools,1
17031390500,Health Services,1
17031390500,Religious (except school or residence),2
17031390600,Childcare and Schools,2
17031390600,Fitness,3
17031390600,Health Services,1
17031390700,Arts and Entertainment,1
17031390700,Childcare and Schools,2
17031390700,Dining,2
17031390700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031390700,Public Services,1
17031390700,Religious (except school or residence),1
17031390700,Retail,1
17031390700,Service or Programmed Residential Space,1
17031400300,Arts and Entertainment,2
17031400300,Childcare and Schools,2
17031400300,Dining,1
17031400300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031400300,Fitness,2
17031400300,Health Services,1
17031400300,Religious (except school or residence),3
17031400300,Retail,2
17031400300,Social Services & Political Advocacy,1
17031400300,Trade Service,2
17031400300,"Wholesale, storage and transit",1
17031400400,Arts and Entertainment,1
17031400400,Dining,2
17031400400,Fitness,1
17031400400,Personal Service,1
17031400400,Religious (except school or residence),2
17031400400,Retail,3
17031400400,Social Services & Political Advocacy,2
17031400500,Childcare and Schools,1
17031400500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031400500,Personal Service,1
17031400500,Religious (except school or residence),12
17031400500,Retail,3
17031400500,Social Services & Political Advocacy,1
17031400500,Trade Service,1
17031400800,Childcare and Schools,3
17031400800,Public Services,1
17031400800,Religious (except school or residence),8
17031400800,Retail,2
17031400800,Service or Programmed Residential Space,1
17031400800,Social Services & Political Advocacy,1
17031400800,Trade Service,3
17031410100,Dining,3
17031410100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031410100,Fitness,1
17031410100,Health Services,6
17031410100,Personal Service,10
17031410100,Retail,8
17031410100,Service or Programmed Residential Space,1
17031410100,Trade Service,2
17031410200,Childcare and Schools,1
17031410200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031410200,Service or Programmed Residential Space,1
17031410500,Dining,2
17031410500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031410500,Health Services,1
17031410500,Social Services & Political Advocacy,2
17031410500,Trade Service,2
17031410500,"Wholesale, storage and transit",1
17031410600,Arts and Entertainment,3
17031410600,Childcare and Schools,3
17031410600,Dining,3
17031410600,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031410600,Health Services,1
17031410600,Other,1
17031410600,Personal Service,3
17031410600,Public Services,2
17031410600,Retail,4
17031410600,Trade Service,2
17031410700,Arts and Entertainment,1
17031410700,Dining,15
17031410700,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031410700,Health Services,1
17031410700,Other,1
17031410700,Personal Service,6
17031410700,Public Services,2
17031410700,Retail,8
17031410700,Service or Programmed Residential Space,3
17031410700,Trade Service,3
17031410800,Arts and Entertainment,4
17031410800,Childcare and Schools,4
17031410800,Dining,25
17031410800,"Financial, Insurance, Real Estate, Legal, and Professional",53
17031410800,Health Services,79
17031410800,Personal Service,9
17031410800,Public Services,3
17031410800,Retail,25
17031410800,Service or Programmed Residential Space,3
17031410800,Social Services & Political Advocacy,10
17031410800,Trade Service,10
17031410800,"Wholesale, storage and transit",1
17031410900,Arts and Entertainment,2
17031410900,Childcare and Schools,4
17031410900,Dining,2
17031410900,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031410900,Fitness,2
17031410900,Health Services,2
17031410900,Personal Service,1
17031410900,Retail,2
17031410900,Service or Programmed Residential Space,1
17031410900,Social Services & Political Advocacy,1
17031410900,Trade Service,2
17031411000,Arts and Entertainment,5
17031411000,Childcare and Schools,1
17031411000,Dining,10
17031411000,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031411000,Health Services,4
17031411000,Personal Service,7
17031411000,Retail,6
17031411000,Service or Programmed Residential Space,2
17031411000,Trade Service,4
17031411100,Arts and Entertainment,2
17031411100,Childcare and Schools,2
17031411100,Dining,5
17031411100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031411100,Fitness,2
17031411100,Health Services,9
17031411100,Personal Service,7
17031411100,Public Services,2
17031411100,Retail,1
17031411100,Social Services & Political Advocacy,2
17031411100,Trade Service,3
17031411100,"Wholesale, storage and transit",2
17031411200,Arts and Entertainment,1
17031411200,Childcare and Schools,6
17031411200,Dining,7
17031411200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031411200,Health Services,3
17031411200,Personal Service,1
17031411200,Retail,2
17031411200,Trade Service,1
17031420100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031420100,Public Services,1
17031420200,Childcare and Schools,1
17031420200,Other,1
17031420200,Religious (except school or residence),2
17031420200,Social Services & Political Advocacy,1
17031420200,Trade Service,1
17031420300,Childcare and Schools,3
17031420300,Dining,1
17031420300,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031420300,Religious (except school or residence),1
17031420300,Service or Programmed Residential Space,2
17031420400,Childcare and Schools,7
17031420400,Dining,1
17031420400,Fitness,1
17031420400,Public Services,2
17031420400,Service or Programmed Residential Space,1
17031420400,Social Services & Political Advocacy,4
17031420400,Trade Service,1
17031420400,"Wholesale, storage and transit",1
17031420500,Childcare and Schools,2
17031420500,Personal Service,1
17031420500,Public Services,1
17031420500,Social Services & Political Advocacy,1
17031420600,Other,1
17031420600,Religious (except school or residence),1
17031420700,Childcare and Schools,2
17031420700,Dining,1
17031420700,Personal Service,1
17031420700,Religious (except school or residence),5
17031420700,Trade Service,1
17031420800,Childcare and Schools,2
17031420800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031420800,Other,2
17031420800,Personal Service,1
17031420800,Religious (except school or residence),2
17031420800,Retail,1
17031420800,Social Services & Political Advocacy,1
17031421200,Religious (except school or residence),1
17031421200,Retail,3
17031421200,Trade Service,1
17031421200,"Wholesale, storage and transit",1
17031430101,Arts and Entertainment,2
17031430101,Childcare and Schools,2
17031430101,Dining,3
17031430101,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031430101,Personal Service,6
17031430101,Retail,8
17031430101,Trade Service,1
17031430102,Arts and Entertainment,4
17031430102,Dining,3
17031430102,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031430102,Personal Service,1
17031430102,Trade Service,1
17031430200,Childcare and Schools,2
17031430200,Dining,4
17031430200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031430200,Health Services,1
17031430200,Personal Service,1
17031430200,Religious (except school or residence),1
17031430200,Retail,5
17031430200,Social Services & Political Advocacy,1
17031430200,"Wholesale, storage and transit",1
17031430300,Arts and Entertainment,1
17031430300,Childcare and Schools,1
17031430300,Dining,4
17031430300,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031430300,Personal Service,5
17031430300,Religious (except school or residence),2
17031430300,Retail,5
17031430300,Trade Service,2
17031430300,"Wholesale, storage and transit",1
17031430400,Childcare and Schools,1
17031430400,Dining,4
17031430400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031430400,Industrial,1
17031430400,Personal Service,2
17031430400,Religious (except school or residence),2
17031430400,Retail,6
17031430400,Service or Programmed Residential Space,1
17031430400,Social Services & Political Advocacy,1
17031430400,Trade Service,5
17031430500,Arts and Entertainment,1
17031430500,Childcare and Schools,3
17031430500,Dining,3
17031430500,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031430500,Fitness,1
17031430500,Health Services,4
17031430500,Personal Service,8
17031430500,Religious (except school or residence),2
17031430500,Retail,9
17031430500,Social Services & Political Advocacy,1
17031430500,Trade Service,2
17031430500,"Wholesale, storage and transit",1
17031430600,Childcare and Schools,1
17031430600,Dining,7
17031430600,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031430600,Fitness,1
17031430600,Health Services,6
