census_tract,Place Type,count_of_Active_PlaceStatus
17031611300,Social Services & Political Advocacy,3
17031611300,Trade Service,2
17031611400,Childcare and Schools,4
17031611400,Dining,2
17031611400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031611400,Fitness,1
17031611400,Health Services,1
17031611400,Personal Service,2
17031611400,Religious (except school or residence),1
17031611400,Retail,12
17031611400,Social Services & Political Advocacy,1
17031611400,Trade Service,1
17031611500,Childcare and Schools,2
17031611500,Dining,3
17031611500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031611500,Fitness,1
17031611500,Health Services,1
17031611500,Industrial,2
17031611500,Personal Service,2
17031611500,Public Services,1
17031611500,Religious (except school or residence),1
17031611500,Retail,5
17031611500,Service or Programmed Residential Space,2
17031611500,Social Services & Political Advocacy,1
17031611500,Trade Service,5
17031611600,Dining,2
17031611600,Personal Service,1
17031611600,Religious (except school or residence),2
17031611600,Retail,2
17031611600,Trade Service,2
17031611700,Childcare and Schools,2
17031611700,Dining,1
17031611700,Religious (except school or residence),2
17031611700,Retail,4
17031611700,Social Services & Political Advocacy,1
17031611800,Childcare and Schools,1
17031611800,Religious (except school or residence),4
17031611800,Retail,3
17031611800,Trade Service,2
17031611900,Childcare and Schools,1
17031611900,Health Services,1
17031611900,Personal Service,2
17031611900,Public Services,1
17031611900,Religious (except school or residence),7
17031611900,Retail,6
17031611900,Social Services & Political Advocacy,3
17031611900,Trade Service,2
17031612000,Childcare and Schools,1
17031612000,Religious (except school or residence),2
17031612000,Social Services & Political Advocacy,1
17031612100,Childcare and Schools,1
17031612100,Religious (except school or residence),2
17031612100,Retail,2
17031612100,Service or Programmed Residential Space,1
17031612100,Social Services & Political Advocacy,1
17031612200,Arts and Entertainment,1
17031612200,Dining,3
17031612200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031612200,Industrial,2
17031612200,Personal Service,1
17031612200,Religious (except school or residence),1
17031612200,Retail,4
17031612200,Trade Service,1
17031612200,"Wholesale, Storage and Transportation",5
17031620100,Childcare and Schools,1
17031620100,Dining,5
17031620100,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031620100,Personal Service,1
17031620100,Retail,8
17031620100,Trade Service,1
17031620100,"Wholesale, Storage and Transportation",2
17031620200,Arts and Entertainment,1
17031620200,Childcare and Schools,1
17031620200,Dining,5
17031620200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031620200,Fitness,2
17031620200,Health Services,4
17031620200,Personal Service,8
17031620200,Public Services,1
17031620200,Retail,17
17031620200,Trade Service,3
17031620200,"Wholesale, Storage and Transportation",3
17031620300,Arts and Entertainment,1
17031620300,Childcare and Schools,3
17031620300,Dining,3
17031620300,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031620300,Fitness,2
17031620300,Health Services,4
17031620300,Personal Service,6
17031620300,Religious (except school or residence),2
17031620300,Retail,3
17031620300,Trade Service,5
17031620300,"Wholesale, Storage and Transportation",4
17031620400,Arts and Entertainment,1
17031620400,Childcare and Schools,1
17031620400,Dining,1
17031620400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031620400,Health Services,1
17031620400,Personal Service,2
17031620400,Religious (except school or residence),2
17031620400,Retail,4
17031640100,Dining,1
17031640100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031640100,Industrial,1
17031640100,Personal Service,2
17031640100,Retail,3
17031640100,Trade Service,2
17031640400,Trade Service,2
17031640800,Dining,2
17031640800,Health Services,1
17031640800,Retail,1
17031650100,Arts and Entertainment,2
17031650100,Childcare and Schools,4
17031650100,Dining,2
17031650100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031650100,Health Services,2
17031650100,Personal Service,4
17031650100,Public Services,1
17031650100,Retail,2
17031650100,Service or Programmed Residential Space,2
17031650100,Trade Service,3
17031650100,"Wholesale, Storage and Transportation",1
17031650200,Arts and Entertainment,2
17031650200,Childcare and Schools,2
17031650200,Dining,9
17031650200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031650200,Fitness,1
17031650200,Health Services,6
17031650200,Personal Service,5
17031650200,Religious (except school or residence),2
17031650200,Retail,8
17031650200,Social Services & Political Advocacy,2
17031650200,Trade Service,5
17031650301,Childcare and Schools,2
17031650301,Dining,1
17031650301,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031650301,Fitness,1
17031650301,Personal Service,3
17031650301,Religious (except school or residence),2
17031650301,Retail,6
17031650301,Trade Service,3
17031650302,Arts and Entertainment,2
17031650302,Dining,1
17031650302,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031650302,Religious (except school or residence),1
17031650302,Retail,3
17031650400,Childcare and Schools,4
17031650400,Dining,3
17031650400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031650400,Fitness,1
17031650400,Personal Service,2
17031650400,Retail,2
17031650400,Service or Programmed Residential Space,1
17031650400,Trade Service,3
17031650500,Childcare and Schools,1
17031650500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031650500,Industrial,3
17031650500,Personal Service,3
17031650500,Public Services,3
17031650500,Retail,1
17031650500,Service or Programmed Residential Space,3
17031650500,Trade Service,4
17031650500,"Wholesale, Storage and Transportation",2
17031670100,Childcare and Schools,1
17031670100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670100,Personal Service,2
17031670100,Retail,1
17031670200,Personal Service,1
17031670200,Retail,3
17031670200,Trade Service,2
17031670300,Childcare and Schools,1
17031670300,Dining,4
17031670300,Other,2
17031670300,Personal Service,1
17031670300,Public Services,1
17031670300,Religious (except school or residence),4
17031670300,Retail,3
17031670300,Social Services & Political Advocacy,1
17031670300,Trade Service,1
17031670400,Childcare and Schools,1
17031670400,Dining,1
17031670400,Other,1
17031670400,Religious (except school or residence),2
17031670400,Retail,2
17031670500,Fitness,1
17031670500,Personal Service,1
17031670500,Religious (except school or residence),1
17031670500,Retail,3
17031670500,Trade Service,1
17031670500,"Wholesale, Storage and Transportation",1
17031670600,Childcare and Schools,1
17031670600,Religious (except school or residence),6
17031670600,Retail,1
17031670700,Dining,1
17031670700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031670700,Health Services,2
17031670700,Personal Service,2
17031670700,Religious (except school or residence),4
17031670700,Retail,8
17031670700,Social Services & Political Advocacy,2
17031670700,Trade Service,2
17031670800,Childcare and Schools,2
17031670800,Dining,1
17031670800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031670800,Health Services,1
17031670800,Personal Service,3
17031670800,Public Services,3
17031670800,Religious (except school or residence),1
17031670800,Retail,8
17031670800,Service or Programmed Residential Space,1
17031670800,Trade Service,1
17031670800,"Wholesale, Storage and Transportation",1
17031670900,Personal Service,1
17031670900,Religious (except school or residence),2
17031671100,Childcare and Schools,3
17031671100,Personal Service,1
17031671100,Public Services,1
17031671100,Religious (except school or residence),4
17031671100,Trade Service,1
17031671100,"Wholesale, Storage and Transportation",1
17031671200,Dining,1
17031671200,Personal Service,2
17031671200,Public Services,2
17031671200,Religious (except school or residence),3
17031671200,Retail,2
17031671300,Childcare and Schools,1
17031671300,Dining,1
17031671300,Personal Service,1
17031671300,Religious (except school or residence),2
17031671300,Retail,1
17031671300,Trade Service,3
17031671400,Childcare and Schools,1
17031671400,Dining,1
17031671400,Personal Service,1
17031671400,Retail,2
17031671400,Social Services & Political Advocacy,1
17031671500,Childcare and Schools,3
17031671500,Dining,5
17031671500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031671500,Personal Service,1
17031671500,Religious (except school or residence),3
17031671500,Retail,11
17031671500,Service or Programmed Residential Space,1
17031671500,Trade Service,3
17031671600,Dining,2
17031671600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031671600,Personal Service,3
17031671600,Religious (except school or residence),12
17031671600,Retail,6
17031671600,Service or Programmed Residential Space,1
17031671600,Social Services & Political Advocacy,1
17031671600,Trade Service,2
17031671800,Childcare and Schools,3
17031671800,Fitness,1
17031671800,Religious (except school or residence),3
17031671800,Retail,2
17031671800,Trade Service,1
17031671900,Religious (except school or residence),6
17031671900,Retail,3
17031671900,Trade Service,1
17031671900,"Wholesale, Storage and Transportation",1
17031672000,Childcare and Schools,5
17031672000,Industrial,2
17031672000,Personal Service,3
17031672000,Religious (except school or residence),3
17031672000,Retail,3
17031672000,Social Services & Political Advocacy,1
17031672000,Trade Service,2
17031680500,Religious (except school or residence),3
17031680500,Retail,3
17031680900,Childcare and Schools,8
17031680900,Dining,3
17031680900,Health Services,2
17031680900,Personal Service,1
17031680900,Public Services,1
17031680900,Religious (except school or residence),8
17031680900,Retail,7
17031680900,Service or Programmed Residential Space,3
17031680900,Social Services & Political Advocacy,1
17031680900,Trade Service,2
17031681000,Childcare and Schools,2
17031681000,Dining,1
17031681000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031681000,Health Services,5
17031681000,Personal Service,4
17031681000,Religious (except school or residence),4
17031681000,Retail,1
17031681000,Service or Programmed Residential Space,1
17031681000,Social Services & Political Advocacy,3
17031681100,Childcare and Schools,2
17031681100,Dining,2
17031681100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031681100,Health Services,1
17031681100,Personal Service,1
17031681100,Religious (except school or residence),12
17031681100,Retail,1
17031681100,Social Services & Political Advocacy,2
17031681100,Trade Service,2
17031681200,Childcare and Schools,4
17031681200,Dining,5
17031681200,Health Services,1
17031681200,Other,1
17031681200,Personal Service,1
17031681200,Religious (except school or residence),5
17031681200,Retail,9
17031681200,Service or Programmed Residential Space,1
17031681200,Social Services & Political Advocacy,1
17031681200,Trade Service,1
17031681300,Childcare and Schools,1
17031681300,Public Services,1
17031681300,Religious (except school or residence),3
17031681300,Retail,2
17031681300,Social Services & Political Advocacy,1
17031681300,Trade Service,1
17031681400,Childcare and Schools,3
17031681400,Dining,1
17031681400,Religious (except school or residence),8
17031681400,Retail,5
17031681400,Trade Service,3
17031681400,"Wholesale, Storage and Transportation",1
17031690400,Dining,1
17031690400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031690400,Retail,3
17031690400,Trade Service,1
17031690500,Childcare and Schools,1
17031690500,Health Services,1
17031690500,Personal Service,3
17031690500,Religious (except school or residence),2
17031690500,Trade Service,1
17031690900,Arts and Entertainment,1
17031690900,Dining,4
17031690900,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031690900,Personal Service,5
17031690900,Retail,1
17031690900,Service or Programmed Residential Space,1
17031690900,Trade Service,3
17031691000,Dining,1
17031691000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031691000,Personal Service,1
17031691000,Religious (except school or residence),3
17031691000,Retail,3
17031691000,Social Services & Political Advocacy,2
17031691000,Trade Service,2
17031691300,Arts and Entertainment,1
17031691300,Dining,2
17031691300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031691300,Fitness,1
17031691300,Health Services,2
17031691300,Personal Service,1
17031691300,Retail,2
17031691400,Dining,2
17031691400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031691400,Health Services,1
17031691400,Industrial,1
17031700100,Childcare and Schools,1
17031700100,Dining,3
17031700100,Fitness,1
17031700100,Health Services,1
17031700100,Industrial,1
17031700100,Public Services,1
17031700100,Religious (except school or residence),1
17031700100,Retail,6
17031700100,Trade Service,13
17031700100,"Wholesale, Storage and Transportation",4
17031700200,Arts and Entertainment,1
17031700200,Industrial,3
17031700200,Retail,1
17031700200,"Wholesale, Storage and Transportation",3
17031700501,Childcare and Schools,3
17031700501,Dining,3
17031700501,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031700501,Health Services,5
17031700501,Personal Service,1
17031700501,Religious (except school or residence),2
17031700501,Retail,4
17031700501,Service or Programmed Residential Space,1
17031700501,Social Services & Political Advocacy,2
17031700501,Trade Service,2
17031710100,Childcare and Schools,1
17031710100,Dining,1
17031710100,Health Services,2
17031710100,Personal Service,2
17031710100,Religious (except school or residence),2
17031710100,Retail,4
17031710100,Service or Programmed Residential Space,1
17031710100,Social Services & Political Advocacy,1
17031710100,Trade Service,1
17031710200,Arts and Entertainment,1
17031710200,Childcare and Schools,3
17031710200,Dining,2
17031710200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031710200,Personal Service,2
17031710200,Public Services,1
17031710200,Religious (except school or residence),5
17031710200,Retail,4
17031710200,Social Services & Political Advocacy,1
17031710200,Trade Service,2
17031710300,Arts and Entertainment,1
17031710300,Childcare and Schools,1
17031710300,Dining,1
17031710300,Industrial,1
17031710300,Religious (except school or residence),5
17031710300,Retail,2
17031710300,Service or Programmed Residential Space,1
17031710300,Social Services & Political Advocacy,2
17031710300,"Wholesale, Storage and Transportation",1
17031710400,Childcare and Schools,4
17031710400,Dining,6
17031710400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031710400,Personal Service,6
17031710400,Religious (except school or residence),11
17031710400,Retail,9
17031710400,Trade Service,2
17031710400,"Wholesale, Storage and Transportation",1
17031710500,Childcare and Schools,7
17031710500,Dining,3
17031710500,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031710500,Fitness,1
17031710500,Health Services,1
17031710500,Personal Service,7
17031710500,Public Services,1
17031710500,Religious (except school or residence),6
17031710500,Retail,12
17031710500,Service or Programmed Residential Space,2
17031710500,Trade Service,4
17031710500,"Wholesale, Storage and Transportation",3
17031710600,Childcare and Schools,4
17031710600,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031710600,Personal Service,3
17031710600,Religious (except school or residence),2
17031710600,Retail,4
17031710700,Childcare and Schools,4
17031710700,Dining,3
17031710700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031710700,Health Services,2
17031710700,Personal Service,7
17031710700,Public Services,1
17031710700,Religious (except school or residence),9
17031710700,Retail,5
17031710700,Service or Programmed Residential Space,3
17031710700,Trade Service,4
17031710700,"Wholesale, Storage and Transportation",1
17031710800,Arts and Entertainment,1
17031710800,Childcare and Schools,8
17031710800,Dining,6
17031710800,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031710800,Health Services,2
17031710800,Personal Service,5
17031710800,Public Services,2
17031710800,Religious (except school or residence),7
17031710800,Retail,10
17031710800,Service or Programmed Residential Space,2
17031710800,Social Services & Political Advocacy,8
17031710800,Trade Service,5
17031710900,Childcare and Schools,3
17031710900,Dining,2
17031710900,Industrial,1
17031710900,Other,1
17031710900,Personal Service,2
17031710900,Public Services,1
17031710900,Religious (except school or residence),2
17031710900,Retail,7
17031710900,Service or Programmed Residential Space,1
17031710900,Social Services & Political Advocacy,3
17031710900,Trade Service,3
17031710900,"Wholesale, Storage and Transportation",1
17031711000,Arts and Entertainment,2
17031711000,Childcare and Schools,4
17031711000,Dining,2
17031711000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711000,Personal Service,5
17031711000,Religious (except school or residence),14
17031711000,Retail,5
17031711000,Social Services & Political Advocacy,1
17031711000,Trade Service,1
17031711000,"Wholesale, Storage and Transportation",1
17031711100,Arts and Entertainment,1
17031711100,Childcare and Schools,4
17031711100,Dining,3
17031711100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031711100,Fitness,1
17031711100,Personal Service,7
17031711100,Public Services,1
17031711100,Religious (except school or residence),11
17031711100,Retail,9
17031711100,Trade Service,4
17031711200,Arts and Entertainment,1
17031711200,Childcare and Schools,9
17031711200,Dining,3
17031711200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711200,Fitness,1
17031711200,Health Services,6
17031711200,Personal Service,9
17031711200,Religious (except school or residence),10
17031711200,Retail,2
17031711200,Service or Programmed Residential Space,1
17031711200,Social Services & Political Advocacy,1
17031711200,Trade Service,2
17031711200,"Wholesale, Storage and Transportation",1
17031711300,Arts and Entertainment,2
17031711300,Childcare and Schools,2
17031711300,Dining,3
17031711300,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031711300,Health Services,2
17031711300,Personal Service,5
17031711300,Religious (except school or residence),4
17031711300,Retail,2
17031711300,Service or Programmed Residential Space,1
17031711300,Social Services & Political Advocacy,1
17031711300,Trade Service,1
17031711400,Arts and Entertainment,1
17031711400,Childcare and Schools,2
17031711400,Dining,2
17031711400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031711400,Industrial,1
17031711400,Personal Service,7
17031711400,Public Services,1
17031711400,Religious (except school or residence),6
17031711400,Retail,12
17031711400,Service or Programmed Residential Space,1
17031711400,Social Services & Political Advocacy,1
17031711400,Trade Service,7
17031711400,"Wholesale, Storage and Transportation",4
17031711500,Childcare and Schools,4
17031711500,Religious (except school or residence),3
17031711500,Trade Service,1
17031816500,Retail,1
17031820800,Childcare and Schools,1
17031830500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031830500,Industrial,5
17031830500,Other,1
17031830500,Public Services,2
17031830500,Retail,3
17031830500,Trade Service,5
17031830500,"Wholesale, Storage and Transportation",7
17031830900,Arts and Entertainment,8
17031830900,Childcare and Schools,2
17031830900,Dining,14
17031830900,"Financial, Insurance, Real Estate, Legal, and Professional",17
17031830900,Fitness,5
17031830900,Health Services,9
17031830900,Industrial,2
17031830900,Personal Service,9
17031830900,Retail,39
17031830900,Service or Programmed Residential Space,1
17031830900,Trade Service,26
17031830900,"Wholesale, Storage and Transportation",8
17031831000,Childcare and Schools,1
17031831000,Dining,2
17031831000,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031831000,Fitness,1
17031831000,Health Services,1
17031831000,Personal Service,5
17031831000,Public Services,2
17031831000,Retail,1
17031831000,Trade Service,5
17031831100,Arts and Entertainment,3
17031831100,Childcare and Schools,3
17031831100,Dining,18
17031831100,"Financial, Insurance, Real Estate, Legal, and Professional",16
17031831100,Fitness,2
17031831100,Health Services,6
17031831100,Industrial,12
17031831100,Personal Service,12
17031831100,Public Services,1
17031831100,Religious (except school or residence),1
17031831100,Retail,35
17031831100,Social Services & Political Advocacy,1
17031831100,Trade Service,29
17031831100,"Wholesale, Storage and Transportation",18
17031831200,Arts and Entertainment,1
17031831200,Childcare and Schools,3
17031831200,Dining,7
17031831200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031831200,Health Services,3
17031831200,Industrial,3
17031831200,Personal Service,3
17031831200,Religious (except school or residence),5
17031831200,Retail,17
17031831200,Service or Programmed Residential Space,1
17031831200,Social Services & Political Advocacy,2
17031831200,Trade Service,11
17031831200,"Wholesale, Storage and Transportation",6
17031831300,Dining,1
17031831300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031831300,Health Services,1
17031831300,Industrial,7
17031831300,Personal Service,3
17031831300,Retail,12
17031831300,Trade Service,11
17031831300,"Wholesale, Storage and Transportation",1
17031831400,Arts and Entertainment,1
17031831400,Childcare and Schools,5
17031831400,Dining,7
17031831400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031831400,Health Services,5
17031831400,Industrial,13
17031831400,Personal Service,3
17031831400,Public Services,1
17031831400,Religious (except school or residence),4
17031831400,Retail,25
17031831400,Service or Programmed Residential Space,1
17031831400,Social Services & Political Advocacy,2
17031831400,Trade Service,23
17031831400,"Wholesale, Storage and Transportation",9
17031831700,Childcare and Schools,1
17031831700,Dining,4
17031831700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031831700,Health Services,2
17031831700,Personal Service,3
17031831700,Public Services,1
17031831700,Retail,5
17031831700,Social Services & Political Advocacy,1
17031831700,Trade Service,4
17031831700,"Wholesale, Storage and Transportation",1
17031832200,Arts and Entertainment,6
17031832200,Childcare and Schools,2
17031832200,Dining,15
17031832200,"Financial, Insurance, Real Estate, Legal, and Professional",13
17031832200,Health Services,8
17031832200,Industrial,1
17031832200,Personal Service,14
17031832200,Religious (except school or residence),2
17031832200,Retail,12
17031832200,Social Services & Political Advocacy,2
17031832200,Trade Service,17
17031832300,Arts and Entertainment,4
17031832300,Childcare and Schools,4
17031832300,Dining,11
17031832300,"Financial, Insurance, Real Estate, Legal, and Professional",34
17031832300,Fitness,8
17031832300,Health Services,9
17031832300,Industrial,7
17031832300,Personal Service,7
17031832300,Religious (except school or residence),2
17031832300,Retail,20
17031832300,Service or Programmed Residential Space,1
17031832300,Social Services & Political Advocacy,3
17031832300,Trade Service,23
17031832300,"Wholesale, Storage and Transportation",8
17031832400,Arts and Entertainment,6
17031832400,Childcare and Schools,3
17031832400,Dining,5
17031832400,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031832400,Health Services,5
17031832400,Industrial,2
17031832400,Personal Service,3
17031832400,Religious (except school or residence),1
17031832400,Retail,6
17031832400,Social Services & Political Advocacy,1
17031832400,Trade Service,11
17031832400,"Wholesale, Storage and Transportation",2
17031832900,Arts and Entertainment,1
17031832900,Childcare and Schools,9
17031832900,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031832900,Fitness,1
17031832900,Religious (except school or residence),3
17031832900,Service or Programmed Residential Space,1
17031832900,Social Services & Political Advocacy,2
17031832900,Trade Service,4
17031833000,Arts and Entertainment,17
17031833000,Childcare and Schools,8
17031833000,Dining,77
17031833000,"Financial, Insurance, Real Estate, Legal, and Professional",118
17031833000,Fitness,13
17031833000,Health Services,31
17031833000,Industrial,14
17031833000,Other,6
17031833000,Personal Service,22
17031833000,Public Services,4
17031833000,Retail,66
17031833000,Service or Programmed Residential Space,5
17031833000,Social Services & Political Advocacy,16
17031833000,Trade Service,88
17031833000,"Wholesale, Storage and Transportation",23
17031833100,Arts and Entertainment,11
17031833100,Childcare and Schools,16
17031833100,Dining,31
17031833100,"Financial, Insurance, Real Estate, Legal, and Professional",114
17031833100,Fitness,12
17031833100,Health Services,25
17031833100,Industrial,4
17031833100,Other,3
17031833100,Personal Service,22
17031833100,Public Services,6
17031833100,Religious (except school or residence),4
17031833100,Retail,32
17031833100,Service or Programmed Residential Space,5
17031833100,Social Services & Political Advocacy,21
17031833100,Trade Service,39
17031833100,"Wholesale, Storage and Transportation",10
17031833300,Arts and Entertainment,3
17031833300,Childcare and Schools,11
17031833300,Dining,26
17031833300,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031833300,Fitness,1
17031833300,Health Services,1
17031833300,Personal Service,7
17031833300,Religious (except school or residence),4
17031833300,Retail,5
17031833300,Service or Programmed Residential Space,1
17031833300,Social Services & Political Advocacy,2
17031833300,Trade Service,8
17031833900,Arts and Entertainment,1
17031833900,Childcare and Schools,6
17031833900,Dining,5
17031833900,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031833900,Fitness,1
17031833900,Health Services,6
17031833900,Other,1
17031833900,Personal Service,3
17031833900,Public Services,1
17031833900,Religious (except school or residence),7
17031833900,Retail,10
17031833900,Social Services & Political Advocacy,3
17031833900,Trade Service,2
17031834000,Childcare and Schools,2
17031834000,Dining,1
17031834000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031834000,Health Services,1
17031834000,Personal Service,1
17031834000,Religious (except school or residence),3
17031834000,Retail,3
17031834000,Social Services & Political Advocacy,1
17031834000,"Wholesale, Storage and Transportation",2
17031834200,Childcare and Schools,2
17031834200,Dining,3
17031834200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031834200,Industrial,1
17031834200,Personal Service,3
17031834200,Religious (except school or residence),3
17031834200,Retail,12
17031834200,Trade Service,6
17031834300,Childcare and Schools,8
17031834300,Dining,3
17031834300,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031834300,Health Services,10
17031834300,Personal Service,9
17031834300,Public Services,1
17031834300,Religious (except school or residence),5
17031834300,Retail,8
17031834300,Social Services & Political Advocacy,1
17031834300,Trade Service,11
17031834400,Childcare and Schools,3
17031834400,Dining,1
17031834400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031834400,Health Services,1
17031834400,Other,2
17031834400,Religious (except school or residence),4
17031834400,Retail,3
17031834400,Trade Service,1
17031834500,Dining,3
17031834500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031834500,Health Services,1
17031834500,Industrial,2
17031834500,Personal Service,1
17031834500,Public Services,1
17031834500,Religious (except school or residence),5
17031834500,Retail,2
17031834500,Trade Service,3
17031834600,Childcare and Schools,3
17031834600,Dining,1
17031834600,Fitness,1
17031834600,Health Services,1
17031834600,Other,1
17031834600,Religious (except school or residence),5
17031834600,Retail,1
17031834600,Service or Programmed Residential Space,1
17031834600,Social Services & Political Advocacy,1
17031834600,Trade Service,1
17031834700,Religious (except school or residence),1
17031834700,Retail,1
17031834700,Social Services & Political Advocacy,1
17031834700,Trade Service,1
17031834800,Childcare and Schools,1
17031834800,Health Services,1
17031834800,Religious (except school or residence),1
17031834800,Retail,1
17031834800,Social Services & Political Advocacy,1
17031834900,Childcare and Schools,2
17031834900,Fitness,1
17031834900,Personal Service,1
17031834900,Religious (except school or residence),3
17031834900,Retail,1
17031834900,Service or Programmed Residential Space,3
17031835200,Arts and Entertainment,1
17031835200,Childcare and Schools,1
17031835200,Dining,7
17031835200,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031835200,Health Services,11
17031835200,Industrial,1
17031835200,Personal Service,1
17031835200,Public Services,1
17031835200,Retail,15
17031835200,Service or Programmed Residential Space,1
17031835200,Trade Service,10
17031835200,"Wholesale, Storage and Transportation",10
17031835500,Childcare and Schools,1
17031835500,Dining,3
17031835500,Fitness,1
17031835500,Industrial,4
17031835500,Other,1
17031835500,Religious (except school or residence),4
17031835500,Retail,7
17031835500,Social Services & Political Advocacy,1
17031835500,Trade Service,2
17031835600,Childcare and Schools,2
17031835600,Dining,3
17031835600,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031835600,Health Services,4
17031835600,Personal Service,4
17031835600,Public Services,2
17031835600,Religious (except school or residence),1
17031835600,Retail,13
17031835600,Service or Programmed Residential Space,1
17031835600,Trade Service,2
17031835600,"Wholesale, Storage and Transportation",1
17031835800,Arts and Entertainment,1
17031835800,Dining,3
17031835800,Personal Service,2
17031835800,Religious (except school or residence),5
17031835800,Retail,3
17031836000,Arts and Entertainment,1
17031836000,Childcare and Schools,5
17031836000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836000,Health Services,2
17031836000,Personal Service,3
17031836000,Public Services,1
17031836000,Religious (except school or residence),7
17031836000,Social Services & Political Advocacy,4
17031836000,Trade Service,1
17031836100,Arts and Entertainment,2
17031836100,Childcare and Schools,7
17031836100,Dining,3
17031836100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836100,Fitness,1
17031836100,Other,3
17031836100,Public Services,2
17031836100,Religious (except school or residence),8
17031836100,Retail,3
17031836100,Service or Programmed Residential Space,1
17031836100,Trade Service,1
17031836200,Arts and Entertainment,13
17031836200,Childcare and Schools,54
17031836200,Dining,11
17031836200,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031836200,Fitness,2
17031836200,Health Services,10
17031836200,Other,2
17031836200,Public Services,4
17031836200,Religious (except school or residence),9
17031836200,Retail,2
17031836200,Service or Programmed Residential Space,4
17031836200,Social Services & Political Advocacy,6
17031836200,Trade Service,2
17031836200,"Wholesale, Storage and Transportation",4
17031836300,Childcare and Schools,1
17031836300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836300,Retail,1
17031836300,Trade Service,1
17031836300,"Wholesale, Storage and Transportation",1
17031836400,Childcare and Schools,1
17031836400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031836400,Health Services,1
17031836400,Personal Service,1
17031836400,Religious (except school or residence),3
17031836400,Service or Programmed Residential Space,2
17031836500,Childcare and Schools,2
17031836500,Religious (except school or residence),1
17031836600,Dining,6
17031836600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031836600,Health Services,1
17031836600,Industrial,3
17031836600,Personal Service,3
17031836600,Retail,11
17031836600,Social Services & Political Advocacy,5
17031836600,Trade Service,10
17031836700,Dining,5
17031836700,Religious (except school or residence),1
17031836700,Retail,3
17031836700,Trade Service,4
17031836700,"Wholesale, Storage and Transportation",2
17031836800,Arts and Entertainment,6
17031836800,Childcare and Schools,4
17031836800,Dining,4
17031836800,Health Services,1
