Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Salerm Cosmetics,2010,W Fulton St,,,,Chicago,60612,Out of Business,Personal Service,Beauty,No,2019,,,,POINT(-87.678015 41.88713),-87.678015,41.88713,
Salero Restaurant,621,W Randolph St,,,,Chicago,,Out of Business,Dining,Restaurant,No,2019,,312-466-1000,,POINT(-87.64368 41.8842172),-87.64368,41.8842172,
Sales Tax Institute,910,W Van Buren St,,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,No,2019,,312-701-1800,,POINT(-87.6498852 41.8768565),-87.6498852,41.8768565,
Salomon Strategic Solutions,1000,W Adams St,APT 610,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,,312-719-1436,,POINT(-87.6523003 41.8794696),-87.6523003,41.8794696,
Salvation Army Chicago Temple Corps Community Center,1,N Ogden Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,,312-492-6803,,POINT(-87.6652387 41.8816901),-87.6652387,41.8816901,
Salvation Army Promise Program,133,S Ashland Ave,,,,Chicago,60607,Out of Business,Service or Programmed Residential Space,Shelter,Yes,2019,,312-291-7916,,POINT(-87.6663178 41.8791545),-87.6663178,41.8791545,
Salvation Army: Midwest Community Church,20,S Campbell Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Social service,No,2019,,312-733-4801,,POINT(-87.6893118 41.8804331),-87.6893118,41.8804331,
Sam's Quick Stop,758,S Western Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,Opens at 11 a.m.  No number  provided but they are active,,,POINT(-87.6864467 41.871284),-87.6864467,41.871284,
Samaritas,1359,W Washington Blvd,,,,Chicago,,Active,Social Services & Political Advocacy,Other,No,2019,Community center,312-554-2300,,POINT(-87.6619489719194 41.8828864845679),-87.66194897,41.88288648,
Sammons Financial Group,525,W Van Buren St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,312-648-7600,,POINT(-87.6401928 41.8762933),-87.6401928,41.8762933,
Sand-Rite Manufacturing Company,321,N Justine St,,,,Chicago,60607,Moved,Trade Service,Building trades,No,2019,no longer at this location,312-997-2200,,POINT(-87.6651646 41.8872711),-87.6651646,41.8872711,
Sandbox Industries,1000,W Fulton Market,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,312-243-4100,,POINT(-87.6526547 41.887099),-87.6526547,41.887099,
Sanfratello Insurance Agency,1015,W Madison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,Yes,2019,There was no sign.,312-765-7081,,POINT(-87.6526969 41.8814589),-87.6526969,41.8814589,
Sanmar Financial Network,1327,W Washington Blvd,Ste 102B,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,312-829-6000,,POINT(-87.6608081 41.8826461),-87.6608081,41.8826461,
Santorini,800,W Adams St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,312-829-8820,,POINT(-87.6476115 41.879374),-87.6476115,41.879374,
Sarah E Ullman,1007,W Harrison St,,,,Chicago,60607,Moved,Childcare and Schools,Public University,No,2019,,312-996-6679,,POINT(-87.6529052 41.8738082),-87.6529052,41.8738082,
Sarofsky,1506,W Fulton St,,,,Chicago,,Active,Trade Service,Media,No,2019,,312-492-9909,,POINT(-87.664683 41.8867768),-87.664683,41.8867768,
Sat Nam Yoga Chicago,1304,W Washington Blvd,,,,Chicago,,Active,Fitness,Fitness art,Yes,2019,,773-294-9106,,POINT(-87.6600558 41.8831921),-87.6600558,41.8831921,
Saving Chicago CPR,1436,W Randolph St,,,,Chicago,,Out of Business,Childcare and Schools,Other,No,2019,,773-969-6846,,POINT(-87.6635468 41.8846003),-87.6635468,41.8846003,
Savvo Digital Sommelier Solutions,120,N Green St,703,,,Chicago,60607,Out of Business,Trade Service,Tech service,No,2019,,608-695-3433,,POINT(-87.6490098 41.8840188),-87.6490098,41.8840188,
SC Industries,1027,W Rundell Pl,,,,Chicago,60607,Out of Business,Industrial,Parts,No,2019,Person on other line said a rental business is there.,219-628-5134,,POINT(-87.6531871 41.8810861),-87.6531871,41.8810861,
Scafuri Bakery,1337,W Taylor St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,312-733-8881,,POINT(-87.6606956 41.8691904),-87.6606956,41.8691904,
Scandal Music,1118,W Madison St,,,,Chicago,,Active,Trade Service,Media,Yes,2019,Private residence.,312-738-2407,,POINT(-87.6551628 41.8818941),-87.6551628,41.8818941,
Scheck & Siress,1725,W Harrison St,Ste 220,,,Chicago,,Active,Health Services,Other,No,2019,,312-942-2011,,POINT(-87.6700558 41.8729042),-87.6700558,41.8729042,
Schlep,1500,S Western Ave,Ste 1,,,Chicago,,Active,Trade Service,Building trades,No,2019,,844-972-4537,,POINT(-87.6869022 41.8607204),-87.6869022,41.8607204,
Schoolrise,1072,W Polk St,2,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,,773-340-2737,,POINT(-87.6539971 41.8720326),-87.6539971,41.8720326,
Scoops,1159,W Taylor St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,312-285-2302,,POINT(-87.6563846 41.8693295),-87.6563846,41.8693295,
Scott A. Shippy,845,W Taylor St,111,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,312-355-2426,,POINT(-87.6482089 41.8690144),-87.6482089,41.8690144,
"Scott B. Palmer, MD",1611,W Harrison St,Ste 212,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-942-4040,,POINT(-87.6670139 41.8734283),-87.6670139,41.8734283,
Scott Michael Matrenec,1553,W Jackson Blvd,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,No evidence of business,,,POINT(-87.6663782 41.8774153),-87.6663782,41.8774153,
Scout Alarm,2023,W Carroll Ave,Ste 7,,,Chicago,60612,Moved,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,913-707-1338,,POINT(-87.6779179 41.8875611),-87.6779179,41.8875611,
Scoutware,954,W Washington Blvd,Ste 635,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,312-651-6626,,POINT(-87.651805 41.8832029),-87.651805,41.8832029,
Screen Works,2201,W Fulton St,,,,Chicago,60612,Out of Business,Trade Service,Other,No,2019,,312-243-8265,,POINT(-87.6821635 41.8863121),-87.6821635,41.8863121,
Sears Optical,1254,S Canal St,,,,Chicago,,Active,Retail,Convenience,No,2019,,312-226-0653,,POINT(-87.6402105 41.8656521),-87.6402105,41.8656521,
Second Chance Employment Empowerment,1453,W Lexington St,,,,Chicago,60607,Out of Business,Public Services,Government,No,2019,Phone number dead,312-213-0165,,POINT(-87.6638108 41.872403),-87.6638108,41.872403,
Seddeb African Hair Braiding,1021,S Western Ave,Ste 1,,,Chicago,,Active,Personal Service,Beauty,No,2019,,312-226-6460,,POINT(-87.6857597 41.8687934),-87.6857597,41.8687934,
SEIU Local 1 Affiliate,120,S Sangamon St,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,312-226-1444,,POINT(-87.6510146 41.8797484),-87.6510146,41.8797484,
SEIU Local 73,300,S Ashland Ave,Ste 400,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,312-787-5868,,POINT(-87.667674 41.8772848),-87.667674,41.8772848,
Sek Accounting & Bookkeeping,1117,W Monroe St,13,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Accountant,Yes,2019,,312-563-1424,,POINT(-87.65514 41.879987),-87.65514,41.879987,
Select a Fee,932,W Madison St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,312-421-1000,,POINT(-87.6510744 41.8818901),-87.6510744,41.8818901,
"SEO - Alisa T. Lee,  MD",621,S Winchester Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,Doctor in Chicago,312-864-6126,,POINT(-87.6744543 41.8733049),-87.6744543,41.8733049,
"Seth F. Tatel, MD",1740,W Taylor St,Ste 1,,,Chicago,,Active,Health Services,Out-patient,No,2019,Doctor in a hospital,312-355-4000,,POINT(-87.6705173 41.8693103),-87.6705173,41.8693103,
Sewer Systems Evaluations,2500,W Arthington St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,,,POINT(-87.6899242 41.8705176),-87.6899242,41.8705176,
Sexners and Associates,2126,W Van Buren St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Lawyer's office,No,2019,,312-644-0444,,POINT(-87.6800381 41.8763434),-87.6800381,41.8763434,
Shadi & Son,160,N Elizabeth St,,,,Chicago,60607,Out of Business,Trade Service,Vehicle services,No,2019,,312-733-6543,,POINT(-87.6591521 41.8847427),-87.6591521,41.8847427,
Shake Shack,185,N Morgan St,,,,Chicago,,Active,Dining,Fast Food,No,2019,,312-800-8926,,POINT(-87.6519791 41.8854108),-87.6519791,41.8854108,
Shakoor Interiors,1071,W 15th St,207,,,Chicago,,Active,Trade Service,Indoor service,Yes,2019,,312-829-7126,,POINT(-87.6537705 41.8613863),-87.6537705,41.8613863,
Shambhala,37,N Carpenter St,,,,Chicago,,Active,Health Services,Counselor,No,2019,Moved to 37 N.Carpenter St.,,,POINT(-87.652644 41.8828132),-87.652644,41.8828132,
Shamrock Plumbing Sales,2042,W Walnut St,,,,Chicago,,Moved,Retail,Hardware,No,2019,,773-456-4399,,POINT(-87.6785312 41.8861046),-87.6785312,41.8861046,
Shapiro Associates,1021,W Adams St,Ste 4,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,312-421-6004,,POINT(-87.6526814 41.8787995),-87.6526814,41.8787995,
Shapps Photography,312,N May St,Ste 2k,,,Chicago,,Active,Trade Service,Photo studio,No,2019,,312-243-7811,,POINT(-87.6559118 41.8874136),-87.6559118,41.8874136,
Shawn M. Davies,1725,W Harrison St,Ste 738,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-432-0436,,POINT(-87.6700558 41.8729042),-87.6700558,41.8729042,
Sheffield Madison Florist Company,1640,W Fulton St,,,,Chicago,,Active,Trade Service,Florist,No,2019,,773-286-2700,,POINT(-87.6685109 41.8870036),-87.6685109,41.8870036,
Shell,2401,W Roosevelt Rd,,,,Chicago,,Active,Retail,Gas station,No,2019,,312-421-0343,,POINT(-87.686313 41.8662694),-87.686313,41.8662694,
Shell,1160,W Van Buren St,,,,Chicago,,Active,Retail,Gas station,No,2019,,312-733-0109,,POINT(-87.6565109 41.8768325),-87.6565109,41.8768325,
Shell,1001,W Jackson Blvd,,,,Chicago,,Active,Retail,Gas station,No,2019,,312-733-1849,,POINT(-87.6523804 41.877657),-87.6523804,41.877657,
Shell,45,N Western Ave,,,,Chicago,,Active,Retail,Gas station,No,2019,,312-226-5393,,POINT(-87.68615 41.88234),-87.68615,41.88234,
Shelley Construction Services,325,N Hoyne Ave,Ste C318,,,Chicago,,Active,Trade Service,Building trades,No,2019,,312-829-4250,,POINT(-87.6790955 41.8874866),-87.6790955,41.8874866,
Sheon K. Macneill,1900,W Polk St,Ste 1426,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-864-7306,,POINT(-87.6743711 41.87175),-87.6743711,41.87175,
Sheridan Park,910,S Aberdeen St,,,,Chicago,,Active,Other,Other,No,2019,This is a Park District fieldhouse,312-746-5369,,POINT(-87.6548397 41.8705565),-87.6548397,41.8705565,
Sherwin-Williams,1061,W Jackson Blvd,Unt D,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,,630-201-0559,,POINT(-87.6541838 41.8775515),-87.6541838,41.8775515,
Sherwin-Williams Commercial Paint Store,920,S Jefferson St,,,,Chicago,,Active,Retail,Hardware,No,2019,,312-957-0250,,POINT(-87.6428508 41.8702632),-87.6428508,41.8702632,
Shipper Partners,1021,W Polk St,,,,Chicago,,Out of Business,"Wholesale, storage and transit",Goods distribution,No,2019,,312-465-8807,,POINT(-87.652136 41.871631),-87.652136,41.871631,
Shipping & Beyond,1440,W Taylor St,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,,312-226-0111,,POINT(-87.6632399 41.8694927),-87.6632399,41.8694927,
Shirley Jenkins,1301,W Hastings St,,,,Chicago,,Out of Business,Unknown,Unknown,Yes,2019,"Called and phone is disconnected, no web presence. In addition when looking up the address on the web it looks like a program housing.",312-243-0499,,POINT(-87.6597522 41.8641692),-87.6597522,41.8641692,
Shoe Drop,2041,W Carroll Ave,,,,Chicago,60612,Out of Business,Personal Service,"Laundry, tailor",No,2019,,,,POINT(-87.6785013 41.8874755),-87.6785013,41.8874755,
Shoot My Events,1050,N State St,,,,Chicago,60607,Active,Arts and Entertainment,Hall-party-cater,Yes,2019,1050 N State St,323-244-5664,,POINT(-87.6548802 41.8794424),-87.6548802,41.8794424,
Shoretel,300,N Elizabeth St,,,,Chicago,60607,Out of Business,Retail,Electronics & appliances,No,2019,,312-948-2995,,POINT(-87.6591146 41.8869539),-87.6591146,41.8869539,
Shrine of Our Lady of Pompeii,1224,W Lexington St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,Church only. No other programs.,312-421-3757,,POINT(-87.6580777 41.8725019),-87.6580777,41.8725019,
Siam Meats,905,W Fulton Market,,,,Chicago,60607,Moved,"Wholesale, storage and transit",Wholesalers,No,2019,,312-666-1715,,POINT(-87.6500396 41.8866342),-87.6500396,41.8866342,
Siam Meats,1847,W Carroll Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,312-666-1715,,POINT(-87.6737557 41.8874074),-87.6737557,41.8874074,
Sid's Clothing & Hat Store,609,W Roosevelt Rd,,,,Chicago,,Active,Retail,Clothing,No,2019,,312-421-3332,,POINT(-87.642606 41.866967),-87.642606,41.866967,
Sidney Hillman Health Centre,333,S Ashland Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-738-6170,,POINT(-87.6662069 41.8765542),-87.6662069,41.8765542,
Sierra Bravo,316,N Elizabeth St,,,,Chicago,60607,Out of Business,Trade Service,Tech service,No,2019,,312-226-1211,,POINT(-87.6590763 41.8875353),-87.6590763,41.8875353,
Sight and Sound,1137,W Taylor St,,,,Chicago,,Active,Retail,Other,No,2019,Smokeshop,312-631-3212,,POINT(-87.6556851 41.8691785),-87.6556851,41.8691785,
Sigma Associates,300,S Ashland Ave,,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-254-3373,,POINT(-87.667674 41.8772848),-87.667674,41.8772848,
Signature Media Group Speakers,1327,W Washington Blvd,Ste 102B,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,312-226-5552,info@SMGspeakers.com,POINT(-87.6608081 41.8826461),-87.6608081,41.8826461,
Signature Restaurant Group,1033,W Van Buren St,5th Floor,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,No sign and incorrect number,773-447-7013,,POINT(-87.6530651 41.8762504),-87.6530651,41.8762504,
Silver Square Consulting,550,W Harrison St,APT 150,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,"No online presence, called but went to voicemail which is what happened when I called yesterday. Voicemail was full and was a personal account and not a professional one.",312-588-1967,,POINT(-87.6415736 41.8746137),-87.6415736,41.8746137,
"Simin Saatee, MD",1901,W Harrison St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-864-3214,,POINT(-87.6743711 41.8736169),-87.6743711,41.8736169,
Simple Distributors,2000,W Carroll Ave,,,,Chicago,60612,Out of Business,Retail,Housewares & furnishings,No,2019,,312-491-6100,,POINT(-87.6770302 41.8878968),-87.6770302,41.8878968,
Simply Elegant Catering,328,N Carpenter St,,,,Chicago,60607,Out of Business,Arts and Entertainment,Hall-party-cater,No,2019,,312-226-0666,,POINT(-87.6537174 41.8874629),-87.6537174,41.8874629,
Simpson Academy High School for Young Women,1321,S Paulina St,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,,773-534-7812,,POINT(-87.668356 41.8644105),-87.668356,41.8644105,
Sinhá,2018,W Adams St,,,,Chicago,,Active,Dining,Restaurant,Yes,2019,This is considered a Brazilian restaurant. This restaurant closes early; at 2pm.,312-491-8200,,POINT(-87.6773849 41.8789194),-87.6773849,41.8789194,
Siri,1520,W Taylor St,,,,Chicago,,Active,Dining,Restaurant,No,2019,,,,POINT(-87.6649574 41.869412),-87.6649574,41.869412,
Siva K. Balasubramanian,1055,W Monroe St,Unt A,,,Chicago,,Active,Childcare and Schools,Public University,Yes,2019,No answer,312-929-2180,,POINT(-87.6540896 41.8801207),-87.6540896,41.8801207,
Sizemore Floyd Conroy Architects,1327,W Washington Blvd,,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,312-243-4001,,POINT(-87.6608081 41.8826461),-87.6608081,41.8826461,
Skin by Zana,15,S Racine Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,,,POINT(-87.6569642 41.8811084),-87.6569642,41.8811084,
Skin Wize Medical Spa,1645,W Jackson Blvd,,,,Chicago,,Active,Personal Service,Massage,No,2019,"Changed s to z in ""Wize""",312-421-3630,,POINT(-87.6683975 41.8772608),-87.6683975,41.8772608,
Skinnypiggy,1214,W Taylor St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,312-929-2087,,POINT(-87.65734 41.869597),-87.65734,41.869597,www.theskinnypiggy.com
Skyline Art Studios,847,W Jackson Blvd,FL 10,,,Chicago,60607,Out of Business,Unknown,Unknown,Yes,2019,,312-829-4056,,POINT(-87.649252 41.877655),-87.649252,41.877655,
Skyline Smiles,1017,W Madison St,,,,Chicago,,Active,Health Services,Dentist,No,2019,,312-759-1120,,POINT(-87.6528745 41.8814846),-87.6528745,41.8814846,
Skytrail Travel and Tours,1137,W Taylor St,Ste 190,,,Chicago,,Active,Arts and Entertainment,Travel,No,2019,,312-218-8086,,POINT(-87.6556851 41.8691785),-87.6556851,41.8691785,
Sleep Happy,605,W Roosevelt Rd,,,,Chicago,,Out of Business,Retail,Housewares & furnishings,No,2019,,,,POINT(-87.6424 41.8669764),-87.6424,41.8669764,
Slick Manufacturing & Design,941,W Randolph St,Ste 3e,,,Chicago,60607,Moved,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Operator did not know where business moved to.,312-563-9000,,POINT(-87.6513747 41.884046),-87.6513747,41.884046,
Smack Shack,326,N Morgan St,,,,Chicago,60607,Out of Business,Dining,Restaurant,No,2019,disconnected number,312-973-1336,,POINT(-87.6523677 41.8874551),-87.6523677,41.8874551,
SME Consulting,800,S Oakley Blvd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,312-243-1119,,POINT(-87.6839637 41.8712156),-87.6839637,41.8712156,
Smiling Sole,913,S Western Ave,,,,Chicago,,Active,Personal Service,Massage,No,2019,,312-877-5856,,POINT(-87.6858151 41.8697761),-87.6858151,41.8697761,
Smith Maintenance,2221,W Walnut St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Closes at 6pm,312-733-4301,,POINT(-87.6825403 41.8854142),-87.6825403,41.8854142,
Smitten Boutique,1047,W Madison St,Ste 2,,,Chicago,,Active,Retail,Gift-art-ethnic,No,2019,,312-226-7777,,POINT(-87.653987 41.881538),-87.653987,41.881538,
Smoke Shop,1333,W Taylor St,,,,Chicago,,Active,Retail,Other,No,2019,,,,POINT(-87.660445 41.8691659),-87.660445,41.8691659,
SN Peck Builder,1647,W Fulton St,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,312-738-2600,,POINT(-87.668861 41.8866496),-87.668861,41.8866496,
SnackItToMe,843,W Adams St,APT 309,,,Chicago,60607,Moved,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,,312-804-9730,,POINT(-87.6488333 41.8789446),-87.6488333,41.8789446,
Snap Kitchen,1709,W Washington Blvd,,,,Chicago,60612,Out of Business,Dining,Other,No,2019,,773-770-2796,,POINT(-87.6699027 41.8829866),-87.6699027,41.8829866,
Snap36,219,N Paulina St,,,,Chicago,,Active,Trade Service,Photo studio,No,2019,,844-762-7360,,POINT(-87.6689773 41.8856042),-87.6689773,41.8856042,
Snippet's Mini Cuts,1251,W Madison St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Hair salon,312-929-3344,,POINT(-87.6591111 41.8814387),-87.6591111,41.8814387,
Snow City Arts Foundation,630,S Hermitage Ave,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,No,2019,,312-942-6991,,POINT(-87.6703998 41.8732941),-87.6703998,41.8732941,
Snowbird ATL,1167,W Madison St,,,,Chicago,,Active,Retail,Clothing,No,2019,Closed on Monday's and Sunday's.,312-877-5844,,POINT(-87.6570214 41.8814617),-87.6570214,41.8814617,
Society Art Gallery,2140,W Fulton St,Ste D,,,Chicago,60612,Out of Business,Arts and Entertainment,Hall-party-cater,No,2019,,312-265-0175,,POINT(-87.6811509 41.8869362),-87.6811509,41.8869362,
Society of Black Academic Surgeons,1725,W Harrison St,,,,Chicago,,Active,Arts and Entertainment,Social club,No,2019,No answer and no one knew,312-942-6373,,POINT(-87.6700558 41.8729042),-87.6700558,41.8729042,
Sol?® Resale Boutique,2413,W Madison St,,,,Chicago,,Active,Retail,Clothing,No,2019,,312-637-9699,,POINT(-87.6870655 41.8811669),-87.6870655,41.8811669,
Sola Salon Studios,558,W Roosevelt Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,872-228-7652,,POINT(-87.6416373 41.8675185),-87.6416373,41.8675185,
Soliant Consulting,14,N Peoria St,Ste 2g,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,,312-850-3830,,POINT(-87.6500424 41.8823332),-87.6500424,41.8823332,
Solo Salon,1065,W Madison St,,,,Chicago,,Out of Business,Personal Service,Beauty,No,2019,,312-491-9771,,POINT(-87.6545208 41.8815059),-87.6545208,41.8815059,
Solution People,312,N May St,Ste 4k,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,,312-829-2852,,POINT(-87.6559118 41.8874136),-87.6559118,41.8874136,
SoMe,845,W Washington Blvd,Flr 2,,,Chicago,,Active,Trade Service,Media,No,2019,Digital marketing agency,773-782-6979,,POINT(-87.6488107335967 41.8830566458744),-87.64881073,41.88305665,someconnect.com
Sommerlad Builders,2021,W Fulton St,,,,Chicago,60612,Out of Business,Trade Service,Building trades,No,2019,,312-421-9180,,POINT(-87.6783 41.8864901),-87.6783,41.8864901,
Sonnets Academy,229,S Peoria St,,,,Chicago,,Active,Childcare and Schools,Kid Center,No,2019,,312-733-7580,,POINT(-87.6492114 41.8781858),-87.6492114,41.8781858,
Sonoma Construction,1928,W Fulton St,3f,,,Chicago,60612,Moved,Trade Service,Building trades,No,2019,,312-836-0580,,POINT(-87.6755652 41.8870164),-87.6755652,41.8870164,
Soul City Church,1150,W Adams St,,,,Chicago,,Active,Religious (except school or residence),Church,No,2019,,312-810-3013,,POINT(-87.6568029 41.8793093),-87.6568029,41.8793093,www.soulcitychurch.com
Soupcan,1500,S Western Ave,Ste 1,,,Chicago,,Out of Business,Retail,Housewares & furnishings,No,2019,no answer. Called by grace 8/10.,312-243-6928,,POINT(-87.6869022 41.8607204),-87.6869022,41.8607204,
Source Alliance Network,2023,W Carroll Ave,Ste 205,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,312-226-2622,,POINT(-87.6779179 41.8875611),-87.6779179,41.8875611,www.nwcultery.com
Source of Light,229,N Damen Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,,312-421-5841,,POINT(-87.6765885 41.8860475),-87.6765885,41.8860475,
South Campus Development Team,1407,S Halsted St,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,,312-733-0352,,POINT(-87.6466214 41.8632892),-87.6466214,41.8632892,
South Central Bank,323,N Carpenter St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,312-491-7200,,POINT(-87.6532273 41.8875361),-87.6532273,41.8875361,
South Central Bank,525,W Roosevelt Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,Closes at 6pm  Sundays are closed,312-491-7000,,POINT(-87.6403451 41.8668371),-87.6403451,41.8668371,
South Central Bank National Association,160,N Morgan St,,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,312-421-7918,,POINT(-87.6523909 41.8849752),-87.6523909,41.8849752,
South Loop Cleaners,1248,S Canal St,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,312-491-1010,,POINT(-87.6403262 41.8658483),-87.6403262,41.8658483,
South Street Property Management,19,N Sangamon St,,,,Chicago,60607,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,not a working number. pretty sure it was the management company renting out the space at the time,773-876-7079,,POINT(-87.650521 41.8823219),-87.650521,41.8823219,
Southern Wine & Spirits,250,N Artesian Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Wholesalers,No,2019,,630-685-3000,,POINT(-87.6881209 41.8861151),-87.6881209,41.8861151,
Southgate Market,1101,S Canal St,,,,Chicago,,Active,Retail,Small Grocery,No,2019,,312-386-9999,,POINT(-87.6388767 41.8675233),-87.6388767,41.8675233,
SpaDerma,1048,W Madison St,,,,Chicago,,Active,Personal Service,Beauty,Yes,2019,Dermatologist,773-529-5277,,POINT(-87.6535912 41.8818949),-87.6535912,41.8818949,https://www.spaderma.com/complimentary-consultation.aspx
Spaderma Medical Skin Care and Laser Institute,1048,W Madison St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-529-5277,,POINT(-87.6540841 41.8818979),-87.6540841,41.8818979,
Sparrow Coffee Roastery,1201,W Lake St,Ste 2,,,Chicago,60607,Out of Business,Dining,Cafe-Bakery-Specialty,No,2019,Currently being replaced by an apartment building,312-648-6415,,POINT(-87.6571111 41.8852083),-87.6571111,41.8852083,
Spartacist League,222,S Morgan St,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,312-563-0441,,POINT(-87.6522193 41.8784046),-87.6522193,41.8784046,
Spathies Construction,954,W Washington Blvd,Ste 515,,,Chicago,60607,Out of Business,Trade Service,Building trades,No,2019,,312-243-2800,,POINT(-87.651805 41.8832029),-87.651805,41.8832029,
Spaulding Campus,1628,W Washington Blvd,,,,Chicago,,Active,Childcare and Schools,Public school K-12,No,2019,,773-534-7405,,POINT(-87.6681306 41.8838037),-87.6681306,41.8838037,
Specialty Care Center,1901,W Harrison St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,312-864-7589,,POINT(-87.6743711 41.8736169),-87.6743711,41.8736169,
Spectrum,233,S Halsted St,,,,Chicago,,Active,Dining,Bar-grill,No,2019,,312-258-1430,,POINT(-87.6470729 41.8782383),-87.6470729,41.8782383,talaychicago.com
Speedpro Imaging,2130,W Fulton St,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,,312-492-7760,,POINT(-87.6805346 41.8869238),-87.6805346,41.8869238,
