Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website,tract_geoid
Chicago West Secretary Of State Illinois DMV,5301,W Lexington St,,,Austin,Chicago,60644,Active,Public Services,Government,No,2020,,312-793-1010,,POINT(-87.7582973 41.8707446),-87.7582973,41.8707446,,17031831400
Citizens to Elect Emma Kitts,5346,W North Ave,,,Austin,Chicago,60639,Out of Business,Public Services,Representative,No,2020,,,,POINT(-87.7600155 41.909715),-87.7600155,41.909715,cbweldersinc.com,17031250300
Cook County Commissioner Board,3936,W Roosevelt Rd,,,North Lawndale,Chicago,60624,Active,Public Services,Representative,No,2020,,773-722-0140,,POINT(-87.724044 41.8668515),-87.724044,41.8668515,,17031843000
31st Ward Democratic Ward Organization,4502,W Fullerton Ave,,,Hermosa,Chicago,60639,Active,Public Services,Representative,No,2020,,773-276-9100,,POINT(-87.7392971 41.9245006),-87.7392971,41.9245006,,17031200200
Alderman Emma Mitts Office,5344,W North Ave,,,Austin,Chicago,60639,Moved,Public Services,Representative,No,2020,Located on 4924 W Chicago Ave.,773-379-0960,,POINT(-87.7597716 41.9096936),-87.7597716,41.9096936,,17031250300
Robin Kelly,9204,S Commercial Ave,415,,South Chicago,Chicago,60617,Unknown,Public Services,Representative,No,2020,"Online it looks like this location may have moved to 1000 E. 111th Street, Chicago, IL 60628, but the office is working remotely so no answer to call to verify this.",773-321-2001,,POINT(-87.5515575 41.7280995),-87.5515575,41.7280995,robinkelly.house.gov,17031461000
David Moore 17th Ward Alderman,1344,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Public Services,Representative,No,2020,,773-783-3672,,POINT(-87.657231 41.750749),-87.657231,41.750749,,17031710700
Raymond A. Lopez 15th Ward Office,6412,S Ashland Ave,,,West Englewood,Chicago,60636,Active,Public Services,Representative,No,2020,,773-306-0837,,POINT(-87.664532 41.777177),-87.664532,41.777177,Raymond.Lopez@cotyofchicago.org,17031671200
16th Ward Alderman Toni L. Foulkes,1504,W 63rd St,,,West Englewood,Chicago,60636,Active,Public Services,Representative,No,2020,,773-863-0220,,POINT(-87.6621588 41.7797271),-87.6621588,41.7797271,,17031670800
Office of State Representative Arthur Turner - 9th District,3849,W Ogden Ave,,,North Lawndale,Chicago,60623,Active,Public Services,Representative,No,2020,,773-277-4700,,POINT(-87.7215659 41.8519008),-87.7215659,41.8519008,reparthurturner.com,17031292400
Office of Alderman Jason Ervin - 28th Ward,2602,W 16th St,100,,North Lawndale,Chicago,60608,Moved,Public Services,Representative,No,2020,,773-533-0900,,POINT(-87.6909996 41.8595312),-87.6909996,41.8595312,,17031843300
Office of Alderman Michael D. Chandler - 24th Ward,1158,S Keeler Ave,,,North Lawndale,Chicago,60624,Active,Public Services,Representative,No,2020,,773-533-2400,,POINT(-87.7302978 41.8661942),-87.7302978,41.8661942,,17031843000
Office of Alderman Pat Dowell - 3rd Ward,5044,S State St,,,Grand Boulevard,Chicago,60609,Active,Public Services,Representative,No,2020,,773-373-9273,,POINT(-87.6264446 41.8029727),-87.6264446,41.8029727,http://www.ward03chicago.com,17031381700
Office of Democratic Committeeman Raymond A. Lopez - 15th Ward,2736,W 47th St,,,Brighton Park,Chicago,60632,Active,Public Services,Representative,No,2020,,773-823-1539,,POINT(-87.6932551 41.8084517),-87.6932551,41.8084517,,17031842800
Office of Democratic Committeewoman Toni Preckwinkle - 4th Ward,1516,E 53rd St,,,Hyde Park,Chicago,60615,Active,Public Services,Representative,No,2020,,773-288-0000,,POINT(-87.5883181 41.7998033),-87.5883181,41.7998033,,17031410800
Office of State Representative Barbara Flynn Currie - 25th District,1303,E 53rd St,,,Hyde Park,Chicago,60615,Active,Public Services,Representative,No,2020,,773-667-0550,,POINT(-87.5948429 41.7993081),-87.5948429,41.7993081,,17031410700
Office of State Senator Jacqueline Y Collins - 16th District,1155,W 79th St,,,Auburn Gresham,Chicago,60620,Active,Public Services,Representative,No,2020,,773-224-2830,,POINT(-87.6534643 41.7503249),-87.6534643,41.7503249,,17031710800
Office of State Senator Robert Peters,1509,E 53rd St,Ste 2A,,Hyde Park,Chicago,60615,Active,Public Services,Representative,No,2020,,773-363-1996,,POINT(-87.5886011 41.7992741),-87.5886011,41.7992741,http://www.senatorrobertpeters.com,17031410800
Luis Gutierrez Congressman,3240,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Public Services,Representative,No,2020,,773-342-0774,,POINT(-87.7091987 41.9249881),-87.7091987,41.9249881,,17031220601
City of Chicago 35th Ward Office,2710,N Sawyer Ave,,,Logan Square,Chicago,60647,Out of Business,Public Services,Representative,No,2020,,773-276-7319,,POINT(-87.709454 41.930815),-87.709454,41.930815,,17031220602
29th Ward Alderman Chris Taliaferro,6872,W North Ave,,,Austin,Chicago,60707,Active,Public Services,Representative,No,2020,,,,POINT(-87.7968521967993 41.9090629887561),-87.7968522,41.90906299,,17031250500
Cook County Commisioner,6614,W North Ave,,,Austin,Chicago,60707,Active,Public Services,Representative,No,2020,,,,POINT(-87.7908139074107 41.9091484731576),-87.79081391,41.90914847,,17031250500
Representative Robinson,5048,S Indiana Ave,,,Grand Boulevard,Chicago,60615,Active,Public Services,Representative,No,2020,,,,POINT(-87.6210758555624 41.8023894135755),-87.62107586,41.80238941,,17031381800
Cook County Commissioner 2nd District - District Office,3600,W Ogden Ave,,,North Lawndale,Chicago,60623,Active,Public Services,Representative,No,2020,,312-603-7119,,POINT(-87.7153073 41.8548752),-87.7153073,41.8548752,,17031292200
Numix Materials,1609,W Ainslie St,,,Uptown,Chicago,60640,Active,Public Services,Utility-Water,No,2020,,773-217-0136,,POINT(-87.6701158669844 41.97175181369),-87.67011587,41.97175181,,17031031000
Pure Water Solutions Illinois,5627,S Dorchester Ave,2,,Hyde Park,Chicago,60637,Active,Public Services,Utility-Water,No,2020,,773-685-4200,Purewatersolutions@Verizon.net,POINT(-87.591249 41.792471),-87.591249,41.792471,Www.purewatersolutionsinc.com,17031411100
Calumet Water Reclamation Plant,400,E 130th St,,,Riverdale,Chicago,60628,Active,Public Services,Utility-Water,No,2020,,773-256-3500,,POINT(-87.6126059 41.6591357),-87.6126059,41.6591357,,17031540102
University of Chicago - West Campus Combined Utility Plant,5615,S Maryland Ave,,,Hyde Park,Chicago,60637,Active,Public Services,Utility-Electric,No,2020,,312-751-9800,,POINT(-87.604581 41.79272),-87.604581,41.79272,,17031836200
ComEd,5611,S Harper Ave,,,Hyde Park,Chicago,60637,Active,Public Services,Utility-Electric,No,2020,,800-334-7661,,POINT(-87.5886415 41.7929492),-87.5886415,41.7929492,,17031411100
J & A Electrical Switchboard,1800,N Campbell Ave,,,Logan Square,Chicago,60647,Active,Public Services,Utility-Electric,Yes,2020,,773-276-3739,,POINT(-87.6900763 41.9142439),-87.6900763,41.9142439,,17031832400
MDP Petromart,1745,W Foster Ave,,,Uptown,Chicago,60640,Active,Public Services,Utility-Gas,Yes,2020,,773-551-1541,,POINT(-87.67399402522 41.9760755320069),-87.67399403,41.97607553,,17031031000
Uptown Service Station,4900,N Broadway,,,Uptown,Chicago,60640,Active,Trade Service,Vehicle services,No,2020,,773-784-9002,,POINT(-87.6597994139373 41.9717603818529),-87.65979941,41.97176038,,17031031100
Clark Ravenswood Oil Citgo,1745,W Foster Ave,,,Uptown,Chicago,60640,Active,Public Services,Utility-Gas,No,2020,,773-271-6800,,POINT(-87.67399402522 41.9760755320069),-87.67399403,41.97607553,,17031031000
People's Energy,1250,S Kilbourn Ave,,,North Lawndale,Chicago,60623,Active,Public Services,Utility-Gas,No,2020,,773-277-0987,,POINT(-87.7376516 41.8646465),-87.7376516,41.8646465,,17031290900
Franklin Delano Roosevelt Post 923,1824,W Cortland St,,,Logan Square,Chicago,60622,Active,Public Services,Military,No,2020,,773-278-0093,,POINT(-87.6737598 41.9161874),-87.6737598,41.9161874,,17031831000
Vietnam Veterans Against The War,2909,W Shakespeare Ave,,,Logan Square,Chicago,60647,Active,Public Services,Military,Yes,2020,,773-276-4189,,POINT(-87.7005744 41.9204677),-87.7005744,41.9204677,,17031221300
City of Chicago Department of Streets and Sanitation,1827,N Monticello Ave,,,Logan Square,Chicago,60647,Active,Public Services,Other,No,2020,,312-744-0227,,POINT(-87.7176076 41.9144614),-87.7176076,41.9144614,,17031222900
Public Closeouts,5941,W Division St,,,Austin,Chicago,60651,Active,Retail,Small Grocery,No,2020,,,,POINT(-87.7745452 41.9018477),-87.7745452,41.9018477,,17031251300
City of Chicago Streets and Sanitation,4750,N Sheridan Rd,,,Uptown,Chicago,60640,Out of Business,Public Services,Other,No,2020,,312-744-5030,,POINT(-87.6548504728662 41.9686380312788),-87.65485047,41.96863803,,17031830700
Chicago Parks & Recreation Chase Park,4701,N Ashland Ave,,,Uptown,Chicago,60640,Active,Public Services,Other,No,2020,,312-742-7518,,POINT(-87.6693447028389 41.9671038972577),-87.6693447,41.9671039,,17031031800
The Kenmore - Chicago Housing Authority,5040,N Kenmore Ave,,,Uptown,Chicago,60640,Active,Service or Programmed Residential Space,Senior housing,No,2020,,312-742-8500,,POINT(-87.6563158550633 41.9741737468505),-87.65631586,41.97417375,thecha.org/residents/public-housing/find-public-housing/kenmore,17031031200
Sp Plus Parking,4170,N Marine Dr,,,Uptown,Chicago,60613,Active,"Wholesale, storage and transit",Parking,No,2020,,773-477-7524,,POINT(-87.6463577211184 41.9578164166792),-87.64635772,41.95781642,,17031031400
Language & Culture Worldwide,4753,N Broadway,,,Uptown,Chicago,60640,Active,Public Services,Other,No,2020,,773-769-9595,,POINT(-87.6595429619917 41.9686687396441),-87.65954296,41.96866874,,17031830700
Cremation Society of Illinois,1344,E 55th St,,,Hyde Park,Chicago,60615,Active,Public Services,Other,No,2020,,888-932-9109,,POINT(-87.5931482 41.7952294),-87.5931482,41.7952294,,17031410700
Chicago Department Of Streets And Sanitation Office,3512,W Montrose Ave,,,Albany Park,Chicago,60618,Active,Public Services,Other,No,2020,,312-744-4611,,POINT(-87.7161472408569 41.9611783206429),-87.71614724,41.96117832,,17031140702
Waste Management - Chicago Recycling Services,3301,W 48th Pl,,,Brighton Park,Chicago,60632,Active,Public Services,Other,No,2020,,773-247-2070,,POINT(-87.7063686388148 41.8056325388729),-87.70636864,41.80563254,,17031842800
Hyde Park Historical Society,5529,S Lake Park Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Museum,No,2020,,773-493-1893,,POINT(-87.5875671 41.7942581),-87.5875671,41.7942581,hydeparkhistory.org,17031411000
The Swift Mansion: A National & State Historical Landmark Site,4500,S Michigan Ave,,,Grand Boulevard,Chicago,60653,Active,Arts and Entertainment,Museum,No,2020,,773-285-2000,,POINT(-87.623382 41.8128739),-87.623382,41.8128739,,17031844600
University of Chicago - Smart Museum of Art,5550,S Greenwood Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Museum,No,2020,,773-834-1210,,POINT(-87.6002004 41.7934642),-87.6002004,41.7934642,,17031836200
Robie House,5757,S Woodlawn Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Museum,No,2020,,312-994-4000,,POINT(-87.5959321 41.7898033),-87.5959321,41.7898033,flwright.org,17031411200
Museum of Science and Industry,5700,S Lake Shore Dr,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Museum,No,2020,,773-684-1414,,POINT(-87.5829263 41.7920438),-87.5829263,41.7920438,,17031411000
University of Chicago - The Oriental Institute Museum,1155,E 58th St,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Museum,No,2020,,773-702-9520,,POINT(-87.5974905 41.7892417),-87.5974905,41.7892417,,17031836200
Studio Gild,2110,N Damen Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,No,2020,,312-528-7825,,POINT(-87.678012 41.919925),-87.678012,41.919925,https://www.studiogild.com/,17031832200
Chicago Numismatic Foundation,1810,N Albany Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,Yes,2020,,773-489-5559,,POINT(-87.705465 41.9141049),-87.705465,41.9141049,,17031222600
American Indian Center,3401,W Ainslie St,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Museum,No,2020,Temp closed.,773-275-5871,,POINT(-87.7137205804574 41.9702014774908),-87.71372058,41.97020148,,17031140200
Galerie F,2415,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,No,2020,Art galleries. Temp closed.,872-817-7067,,POINT(-87.7007686 41.925285),-87.7007686,41.925285,galeriefchicago.com,17031220400
Oliva Gallery,3816,W Armitage Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,No,2020,,847-922-5736,,POINT(-87.7224044 41.9174239),-87.7224044,41.9174239,olivagallery.com,17031220901
Foundation For The Preservation,4512,N Sheridan Rd,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Museum,No,2020,,773-784-1050,,POINT(-87.6548130670178 41.9639527479513),-87.65481307,41.96395275,,17031830700
Chicago Ensemble,1416,W Winnemac Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Performers & arts instructors,Yes,2020,,773-558-3448,theceweb@thechicagoensemble.org,POINT(-87.6654222486766 41.973419460774),-87.66542225,41.97341946,thechicagoensemble.org,17031031100
Man's Country,1469,W Winnemac Ave,,,Uptown,Chicago,60640,Out of Business,Arts and Entertainment,Museum,No,2020,,773-878-2069,,POINT(-87.6670234902807 41.9733262265133),-87.66702349,41.97332623,,17031031100
The Lew Shop,4350,N Broadway,,,Uptown,Chicago,60613,Active,Arts and Entertainment,Museum,No,2020,,872-206-8109,,POINT(-87.6549194625817 41.9613714382925),-87.65491946,41.96137144,,17031032100
Las Manos Gallery,1515,W Foster Ave,,,Uptown,Chicago,60640,Active,Retail,Gift-art-ethnic,Yes,2020,,773-728-8910,,POINT(-87.6686305466796 41.9761249947639),-87.66863055,41.97612499,,17031031000
Roy Mukul Photography,4250,N Marine Dr,,,Uptown,Chicago,60613,Out of Business,Trade Service,Photo studio,No,2020,,773-472-2161,,POINT(-87.6467997641034 41.9599151248678),-87.64679976,41.95991512,,17031031400
Haitian American Museum Chicago,4654,N Racine Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Museum,No,2020,,773-213-1869,,POINT(-87.6596607643631 41.9664877343122),-87.65966076,41.96648773,,17031031700
NFA Space Contemporary Art + Exhibit,4541,N Ravenswood Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Museum,No,2020,,773-596-5048,,POINT(-87.674046567681 41.9645878637762),-87.67404657,41.96458786,,17031031900
Free Range,3257,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Museum,No,2020,Temp closed.,312-320-7545,,POINT(-87.710696 41.9682484),-87.710696,41.9682484,,17031140701
Color Wheel Studio,2034,N Damen Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,No,2020,,773-661-1743,,POINT(-87.6776948991376 41.9187587426687),-87.6776949,41.91875874,,17031832200
FDC Studios,2341,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Museum,No,2020,Temp closed,,,POINT(-87.6986127 41.9238861),-87.6986127,41.9238861,thefdc.org,17031221300
The Kehrein Center For The Arts,5628,W Washington Blvd,,,Austin,Chicago,60644,Active,Arts and Entertainment,Live theater,No,2020,Temp closed,,,POINT(-87.7662630764599 41.8822969564659),-87.76626308,41.88229696,,17031252000
Segundo Ruiz Belvis Cultural Center,4048,W Armitage Ave,,,Hermosa,Chicago,60639,Active,Arts and Entertainment,Performers & arts instructors,No,2020,Temp Closed. Online Services only.,773-698-6004,,POINT(-87.7282879575487 41.9172327990314),-87.72828796,41.9172328,segundoruizbelvis.org,17031200402
Porchlight Music Theatre Studios and Shop,4200,W Diversey Ave,,,Hermosa,Chicago,60639,Active,Arts and Entertainment,Live theater,No,2020,,773-777-9884,,POINT(-87.7325058 41.9325162),-87.7325058,41.9325162,porchlightmusictheatre.org,17031200100
Logan Square Improv,2825,W Diversey Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Live theater,No,2020,Temporarily closed,312-810-7450,,POINT(-87.6986139833286 41.9320119831658),-87.69861398,41.93201198,,17031220400
Mandel Hall,1131,E 57th St,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Live theater,No,2020,,,,POINT(-87.5982604 41.791237),-87.5982604,41.791237,,17031836200
Pride Films and Plays,4139,N Broadway,,,Uptown,Chicago,60613,Active,Arts and Entertainment,Live theater,No,2020,,773-857-0222,,POINT(-87.6525607031396 41.9579024857469),-87.6525607,41.95790249,,17031032100
Sondheim Review,812,W Lakeside Pl,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,No,2020,Website doesn't have proper security and social media is non active. However the voicemail does claim to be active,773-275-4254,,POINT(-87.6504532986022 41.9683057619055),-87.6504533,41.96830576,https://www.sondheimreview.com/v,17031031501
Show Up Girls,4614,N Paulina St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,Yes,2020,,219-331-9979,,POINT(-87.6709584400085 41.9656852456461),-87.67095844,41.96568525,showupgirls.org,17031031800
Terrance M. Gray,1630,W Sunnyside Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,Yes,2020,,773-758-9000,,POINT(-87.6706106958738 41.9634104859513),-87.6706107,41.96341049,,17031031900
Concord Music Hall,2051,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Live theater,No,2020,Temp closed.,773-570-4000,,POINT(-87.6900315168334 41.9185085876035),-87.69003152,41.91850859,,17031221500
Green Shirt Studio,4407,N Clark St,,,Uptown,Chicago,60640,Moved,Arts and Entertainment,Live theater,No,2020,"Moved to 4001 N Ravenswood Ave, 60613",773-217-9565,,POINT(-87.6659350771094 41.9619779096094),-87.66593508,41.96197791,greenshirtstudio.com,17031031700
Interior Drama,1426,W Winnemac Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,Yes,2020,Temp closed,630-240-6395,,POINT(-87.6657417488805 41.9734205186596),-87.66574175,41.97342052,,17031031100
2nd Story,3001,W Lawrence Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Live theater,No,2020,,219-973-1762,,POINT(-87.7038205809861 41.9684675470512),-87.70382058,41.96846755,2ndstory.com,17031140800
Buzz On Stage,4609,N Magnolia Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,No,2020,,312-343-0189,,POINT(-87.6609162102783 41.9657679009447),-87.66091621,41.9657679,,17031031700
Black Ensemble Theater Corporation,4450,N Clark St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,No,2020,,773-769-4451,,POINT(-87.6663153357658 41.9632349933684),-87.66631534,41.96323499,,17031031900
Chicago Tap Theatre,5965,N Clark St,,,Uptown,Chicago,60660,Active,Arts and Entertainment,Live theater,No,2020,,773-655-1175,,POINT(-87.6706835869726 41.9752535116586),-87.67068359,41.97525351,,17031031000
Chicago Magic Lounge,4813,N Ashland Ave,,,Uptown,Chicago,60640,Moved,Arts and Entertainment,Live theater,No,2020,,312-366-4500,,POINT(-87.6694005843378 41.9693017085779),-87.66940058,41.96930171,,17031031000
Agency Theater Collective,4407,N Clark St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,No,2020,TEMP CLOSED online services only,773-551-0926,,POINT(-87.6659350771094 41.9619779096094),-87.66593508,41.96197791,wearetheagency.org,17031031700
American Blues Theater,4809,N Ravenswood Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Live theater,No,2020,,773-654-3103,,POINT(-87.6741940926102 41.9697898636935),-87.67419409,41.96978986,americanbluestheater.com,17031031000
Gorilla Tango Theatre,1919,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Live theater,No,2020,Temp closed.,773-743-8338,,POINT(-87.6865513 41.9165065),-87.6865513,41.9165065,,17031222200
Charnel House,3421,W Fullerton Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Live theater,No,2020,Temp closed,773-871-9046,,POINT(-87.713009 41.9244827),-87.713009,41.9244827,,17031221100
Trap Door Productions,1655,W Cortland St,,,Logan Square,Chicago,60622,Out of Business,Arts and Entertainment,Live theater,No,2020,,773-384-0494,,POINT(-87.6699264 41.9158383),-87.6699264,41.9158383,,17031832300
Albany Park Theater Project,5100,N Ridgeway Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Live theater,No,2020,,773-866-0875,,POINT(-87.7220979939126 41.9737349403447),-87.72209799,41.97373494,,17031140302
Shakespeare Project of Chicago,3005,W Logan Blvd,APT 1,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Live theater,Yes,2020,,773-710-2718,,POINT(-87.7028153 41.9279395),-87.7028153,41.9279395,,17031220500
Romeo R. Sonido,2647,N Sawyer Ave,,,Logan Square,Chicago,60647,Unknown,Arts and Entertainment,Live theater,No,2020,"Field check-phone straight to voicemail, no updated info online, not in any business directories",773-344-5097,,POINT(-87.7092668 41.9297133),-87.7092668,41.9297133,,17031220602
Her Story Theater,2707,W Agatite Ave,,,Albany Park,Chicago,60625,Active,Arts and Entertainment,Live theater,No,2020,Temp closed.,312-835-1410,,POINT(-87.6956499740823 41.9621465395367),-87.69564997,41.96214654,,17031140800
Halcyon Theatre,3253,W Wilson Ave,,,Albany Park,Chicago,60625,Moved,Arts and Entertainment,Live theater,No,2020,Active. Temp closed. Located on 3259 W Lawrence Ave.,773-413-0454,,POINT(-87.7104898326572 41.9646495141711),-87.71048983,41.96464951,,17031140702
Harold Washington Cultural Center,4701,S Martin Luther King Dr,,,Grand Boulevard,Chicago,60615,Active,Arts and Entertainment,Live theater,No,2020,,773-373-1900,,POINT(-87.6161735 41.8091479),-87.6161735,41.8091479,http://www.broadwayinbronzeville.com,17031381200
Court Theatre,5535,S Ellis Ave,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Live theater,No,2020,,773-753-4472,,POINT(-87.6008613 41.7939867),-87.6008613,41.7939867,,17031836200
Harper Theater,5238,S Harper Ave,,,Hyde Park,Chicago,60615,Active,Arts and Entertainment,Cinema,No,2020,,773-966-5091,,POINT(-87.589479 41.7998748),-87.589479,41.7998748,,17031410800
Omnimax Theater,5700,S Lake Shore Dr,,,Hyde Park,Chicago,60637,Active,Arts and Entertainment,Cinema,No,2020,,773-684-0082,,POINT(-87.5829263 41.7920438),-87.5829263,41.7920438,,17031411000
Cinespace Chicago Center,1561,S Rockwell St,,,North Lawndale,Chicago,60608,Active,Arts and Entertainment,Other,No,2020,,,,POINT(-87.6905785 41.8598499),-87.6905785,41.8598499,chicagofilmstudios.com,17031843300
Logan Theatre,2646,N Milwaukee Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Cinema,No,2020,Temp closed.,773-342-5555,,POINT(-87.7088817 41.9297638),-87.7088817,41.9297638,thelogantheatre.com,17031220602
Regal Cinemas,2600,N Western Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Cinema,No,2020,,773-342-1763,,POINT(-87.68908 41.9297964),-87.68908,41.9297964,,17031830900
Daniel Alpert Productions,4021,N Broadway,,,Uptown,Chicago,60613,Active,Arts and Entertainment,Cinema,Yes,2020,,773-728-8489,,POINT(-87.6508945331034 41.9551610177336),-87.65089453,41.95516102,,17031032100
Hip-Sing Association,1121,W Argyle St,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-334-6537,,POINT(-87.6582950089242 41.9731616446891),-87.65829501,41.97316164,,17031031200
Manske Dieckmann Thompson,4619,N Broadway,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-561-1987,,POINT(-87.6578046518483 41.9659357674101),-87.65780465,41.96593577,,17031830700
Wilson Abbey,931,W Wilson Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Hall-party-cater,No,2020,,773-273-6865,,POINT(-87.6537903036258 41.9654185173137),-87.6537903,41.96541852,wilsonabbey.com,17031031502
MRH Eventures,932,W Margate Ter,,,Uptown,Chicago,60640,Unknown,Arts and Entertainment,Hall-party-cater,Yes,2020,Called and left a voicemail but no response. No web presence.,517-281-2965,,POINT(-87.6538704450272 41.972489474939),-87.65387045,41.97248947,,17031031300
Noble Pro Painting,4850,N Broadway,,,Uptown,Chicago,60640,Active,Trade Service,Building trades,No,2020,,773-989-6966,,POINT(-87.6597507638764 41.9704812757353),-87.65975076,41.97048128,,17031031100
Cramer PR & Events,4826,N Magnolia Ave,,,Uptown,Chicago,60640,Active,Arts and Entertainment,Hall-party-cater,No,2020,,847-651-5402,,POINT(-87.6610482976593 41.9698255179328),-87.6610483,41.96982552,,17031031100
Brix Caterinig & Consulting,1463,W Leland Ave,,,Uptown,Chicago,60640,Moved,Arts and Entertainment,Hall-party-cater,Yes,2020,Address listed on website is 2036 W Roscoe Street .,312-259-2776,,POINT(-87.6663904034825 41.967014747461),-87.6663904,41.96701475,brixcatering.com,17031031700
Food2You,2719,N Maplewood Ave,,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Hall-party-cater,Yes,2020,,773-303-6565,,POINT(-87.69117 41.930931),-87.69117,41.930931,,17031830900
Omnistar Events,2333,N Seeley Ave,Ste 5s,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Hall-party-cater,No,2020,,217-918-3586,,POINT(-87.6786851 41.9237768),-87.6786851,41.9237768,omnistarevents.com,17031832200
American RoadShow Catering,2240,W Dickens Ave,,,Logan Square,Chicago,60647,Out of Business,Arts and Entertainment,Hall-party-cater,Yes,2020,,773-486-4332,,POINT(-87.6841756 41.9193332),-87.6841756,41.9193332,,17031221600
Logan Square Auditorium,2539,N Kedzie Blvd,Ste 15,,Logan Square,Chicago,60647,Active,Arts and Entertainment,Hall-party-cater,No,2020,Temp closed,773-252-6179,,POINT(-87.7067598 41.9276659),-87.7067598,41.9276659,logansquareauditorium.com,17031220500
Five Grain Events,3106,W Lyndale St,,,Logan Square,Chicago,60647,Moved,Arts and Entertainment,Hall-party-cater,No,2020,New location: 2841 W Armitage Ave,773-359-3106,,POINT(-87.7049648 41.9225592),-87.7049648,41.9225592,,17031221200
Genesis on the Avenue,5811,W Chicago Ave,,,Austin,Chicago,60651,Active,Arts and Entertainment,Hall-party-cater,No,2020,,800-359-2163,,POINT(-87.7706674 41.8945861),-87.7706674,41.8945861,,17031251400
Elegant Occasions,5851,W Madison St,,,Austin,Chicago,60644,Moved,Arts and Entertainment,Hall-party-cater,No,2020,"Moved to 8056 n Milwaukee Ave, Niles IL 60714 
Phone number 773-332-5824",773-887-5936,,POINT(-87.7717256 41.8799099),-87.7717256,41.8799099,,17031252101
Madison Banquets,5225,W Madison St,,,Austin,Chicago,60644,Active,Arts and Entertainment,Hall-party-cater,No,2020,Temp closed,312-446-3333,,POINT(-87.7562171 41.8800893),-87.7562171,41.8800893,,17031252102
Devined Catering,1903,N Keeler Ave,,,Hermosa,Chicago,60639,Unknown,Arts and Entertainment,Hall-party-cater,No,2020,It rang once and then disconnected. No other information online except for yellow pages.,312-399-7460,,POINT(-87.7311327 41.9155431),-87.7311327,41.9155431,,17031831200
Lawndale Christian Health Center Conference Center - The Gallery,3824,W Ogden Ave,,,North Lawndale,Chicago,60623,Active,Other,Other,No,2020,Temp Closed,872-588-3000,,POINT(-87.7208526 41.8526989),-87.7208526,41.8526989,,17031292400
Sanchez Events,5212,S Ingleside Ave,Ste 1,,Hyde Park,Chicago,60615,Active,Arts and Entertainment,Hall-party-cater,Yes,2020,Temp Closed,773-667-2888,,POINT(-87.603183 41.800378),-87.603183,41.800378,,17031410500
