Name,BuildingNumber,Street,Unit,Fraction,GeoArea,City,Zip,PlaceStatus,PlaceType,PlaceSubType,PrivateResidence,MappedYear,Note,PhoneNumber,Email,Geolocation,Lng,Lat,Website
Velasquez Mufflers,3611,N Pulaski Rd,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Auto Exhaust RPR Sh,773-267-1166,,POINT(-87.7273530898157 41.9468581986705),-87.72735309,41.9468582,
Velazquez Landscaping,3347,W Cullom Ave,,,,Chicago,,Active,Trade Service,Outdoor service,Yes,2019,Lawn Garden Services,773-478-4082,,POINT(-87.7125140253515 41.9592645068229),-87.71251403,41.95926451,
Vera Nails Spa,2847,W Irving Park Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-267-8042,,POINT(-87.6998825257823 41.9539254953802),-87.69988253,41.9539255,
"Veronica Martinez, LCSW",4145,W Henderson St,,,,Chicago,,Out of Business,Social Services & Political Advocacy,Social service,Yes,2019,Indvdl Family Services   No street presence. Phone went straight to voicemail.,773-936-0729,,POINT(-87.7314818609476 41.9417355143188),-87.73148186,41.94173551,
Verus Realty Company,3623,N Pulaski Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-604-8000,,POINT(-87.7273477053139 41.9471452724975),-87.72734771,41.94714527,
Veterinary Hospital,3674,N Elston Ave,,,,Chicago,,Active,Health Services,Hospital,No,2019,,773-750-6488,,POINT(-87.7110987718422 41.9481264770894),-87.71109877,41.94812648,
Victor and Ruby Properties,3619,N Troy St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Nrsdntl Building Optrs,617-840-2064,,POINT(-87.7065741221478 41.9472912572925),-87.70657412,41.94729126,
Victor's Mufflers,4529,W Lawrence Ave,,,,Chicago,,Out of Business,Trade Service,Vehicle services,No,2019,Auto Exhaust RPR Sh,773-283-2765,,POINT(-87.7426089779616 41.9680031408413),-87.74260898,41.96800314,
Victor's Upholstery,3105,W Montrose Ave,,,,Chicago,,Active,Trade Service,Other,No,2019,,773-539-5718,,POINT(-87.7060123166674 41.9611405306891),-87.70601232,41.96114053,
Victoria M. Duran,3619,N Bernard St,,,,Chicago,,Out of Business,Social Services & Political Advocacy,Other social service,Yes,2019,Indvdl Family Services,312-523-7373,,POINT(-87.7139136221238 41.9471381735886),-87.71391362,41.94713817,
Vida Trucking,3424,W Cullom Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Moving and storage,No,2019,Lcl Trckg W/O Strge,224-541-6233,,POINT(-87.7139546957935 41.9592994568633),-87.7139547,41.95929946,
Vigil Printing,4415,W Lawrence Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,Commercial Prtng Lith,773-794-8808,,POINT(-87.7384965238286 41.9680391407241),-87.73849652,41.96803914,
Village Discount Outlet,4027,N Kedzie Ave,,,,Chicago,,Active,Retail,Resale,No,2019,,866-545-3836,,POINT(-87.7080140389033 41.9550664193156),-87.70801404,41.95506642,
Vintage Grind House,4329,N Kedzie Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,No,2019,Furniture Stores,847-533-1945,,POINT(-87.70817612193 41.9602864502476),-87.70817612,41.96028645,
VIP Electrics & Wireless,3206,N Pulaski Rd,,,,Chicago,,Active,Retail,Electronics & appliances,No,2019,Radio Telephon Comm,773-283-5786,,POINT(-87.7272346972512 41.9392855359531),-87.7272347,41.93928554,
Viridian Enterprises,3810,W Addison St,,,,Chicago,,Out of Business,Retail,Hardware,Yes,2019,Rsdntl Cnstr Nec,773-799-9693,,POINT(-87.7229634443321 41.9464655188144),-87.72296344,41.94646552,
Viskis Flooring,4136,N Keystone Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Floor Covering Strs,773-556-5419,,POINT(-87.7293299323114 41.9566137168547),-87.72932993,41.95661372,
Visualingo,3721,N Lowell Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",Yes,2019,Commercial Art Gr Dsg,773-481-0289,,POINT(-87.7366255783318 41.9487480315633),-87.73662558,41.94874803,
Vive Yoga,3414,N Karlov Ave,,,,Chicago,,Active,Fitness,Fitness art,Yes,2019,Amusement Recreation N,773-742-9059,,POINT(-87.7292098841518 41.9437079477775),-87.72920988,41.94370795,
Voltattorni,3800,N Lowell Ave,,,,Chicago,,Active,Trade Service,Photo studio,Yes,2019,Commercial Photography,312-925-6210,,POINT(-87.7367304611328 41.9500792456894),-87.73673046,41.95007925,https://voltattorniphotography.com/
Volts,3452,N Pulaski Rd,,,,Chicago,60641,Active,Retail,Auto Supply,No,2019,,773-808-8800,,POINT(-87.7275451 41.9443007),-87.7275451,41.9443007,
VS Modern Media Group,4342,N Kedvale Ave,,,,Chicago,,Moved,Trade Service,Media,Yes,2019,Commnctn Services Nec,773-844-0401,,POINT(-87.731047458134 41.9603480780848),-87.73104746,41.96034808,
Vunity Business Internet,3944,N Sawyer Ave,,,,Chicago,,Active,Trade Service,Tech service,No,2019,,312-985-5688,,POINT(-87.7092489807721 41.9535992199857),-87.70924898,41.95359922,
Walgreens,3153,W Irving Park Rd,,,,Chicago,,Active,Retail,Drug,No,2019,Drug Proprietry St,773-588-9196,,POINT(-87.7074605257713 41.9539095287082),-87.70746053,41.95390953,
Walgreens,4343,N Kedzie Ave,,,,Chicago,,Active,Retail,Drug,No,2019,Drug Proprietry St,773-604-4419,,POINT(-87.7081851221508 41.9605384501308),-87.70818512,41.96053845,
Walgreens,4001,W Irving Park Rd,,,,Chicago,,Active,Retail,Small mixed,No,2019,Drug Proprietry St,773-685-3527,,POINT(-87.7280300251795 41.9536045030429),-87.72803003,41.9536045,
Wallys Hair Salon,3585,N Milwaukee Ave,,,,Chicago,,Out of Business,Personal Service,Beauty,No,2019,Beauty Shops,773-282-1278,,POINT(-87.7351582782316 41.9460148910733),-87.73515828,41.94601489,
Ware Group,3651,N Mozart St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus  Services  Nec,773-539-0916,,POINT(-87.6992670971677 41.9481811154385),-87.6992671,41.94818112,
Warrior Insurance Agency,4113,N St Louis Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,Insurance Agnts Sv,773-967-8184,,POINT(-87.7153941220688 41.9560834505009),-87.71539412,41.95608345,
Wash Express,3812,N Pulaski Rd,,,,Chicago,,Moved,Trade Service,Vehicle services,Yes,2019,Carwashes,773-384-2587,,POINT(-87.7275589216951 41.9504478263766),-87.72755892,41.95044783,
Washout Lavanderia,3459,W Montrose Ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-478-2409,,POINT(-87.7153567 41.960931),-87.7153567,41.960931,
Water Tight Roofing,4321,N Knox Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,,773-353-5988,,POINT(-87.7450150929922 41.9600428634634),-87.74501509,41.96004286,
"Wayne Bartholomew, DDS",4211,W Irving Park Rd,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-282-7909,,POINT(-87.7331622782641 41.9535465209983),-87.73316228,41.95354652,
Wcop,3340,N Pulaski Rd,,,,Chicago,,Out of Business,Retail,Small Grocery,No,2019,Frt Vgtble Markets,773-685-3605,,POINT(-87.7273094101333 41.942375298319),-87.72730941,41.9423753,
Wednesday Company,4508,W Montrose Ave,,,,Chicago,,Out of Business,Trade Service,Other repair,No,2019,Bldng Maint Svc Ne,773-283-8665,,POINT(-87.7416839997815 41.9608115187402),-87.741684,41.96081152,
Welcome Home Inspections,3919,N Lawndale Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,Yes,2019,Real estate inspection services,773-718-3919,,POINT(-87.7202045384315 41.9525905281618),-87.72020454,41.95259053,
Welcome Motors,3346,W Irving Park Rd,,,,Chicago,,Active,Retail,Car-truck-motorcycle,No,2019,Used Car Dealers,773-509-1180,,POINT(-87.7123704449247 41.9539034787413),-87.71237044,41.95390348,
Weldpol Company,4025,W Cornelia Ave,,,,Chicago,,Out of Business,Trade Service,Other repair,Yes,2019,Welding Repair. Called but did not answer.,773-817-7456,,POINT(-87.7284403324822 41.9447775136904),-87.72844033,41.94477751,
Well On Point,3915,N Kimball Ave,,,,Chicago,,Active,Personal Service,Massage,Yes,2019,"Misc Prsnl Services Ne  Called no answer, but business voicemail",630-863-3859,,POINT(-87.7128245388093 41.9525548636093),-87.71282454,41.95255486,
Wendy Parman Voice Studio,3933,N Troy St,,,,Chicago,,Active,Arts and Entertainment,Performers & arts instructors,Yes,2019,,773-474-8471,,POINT(-87.70673701276 41.953103444403),-87.70673701,41.95310344,
Wendy's,4140,W Belmont Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-685-4093,,POINT(-87.7310509193428 41.9390855188627),-87.73105092,41.93908552,
West Irving Health Center,3418,W Irving Park,,,,Chicago,,Active,Health Services,Therapy outpatient,No,2019,,773-463-2864,,POINT(-87.7137904 41.9540389),-87.7137904,41.9540389,
Westridge Il Realty & Management,3703,N Elston Ave,,,,Chicago,,Moved,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-772-6771,,POINT(-87.7116383000019 41.9486153142356),-87.7116383,41.94861531,
Westword Management,3114,W Irving Park Rd,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Management  Services,773-583-6324,,POINT(-87.7063535255585 41.953964529534),-87.70635353,41.95396453,
White Castle,3212,W Addison St,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-539-2505,,POINT(-87.7084100252637 41.9466425114462),-87.70841003,41.94664251,
White Dove Events,3100,W Irving Park Rd,,,,Chicago,,Out of Business,Trade Service,Funeral,No,2019,Funerl Svc Crmtrie,773-539-3100,,POINT(-87.7057831366755 41.9539544718734),-87.70578314,41.95395447,
Will Products,3423,N Milwaukee Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Carpentry Work,773-286-9183,,POINT(-87.7309358271886 41.9435089728735),-87.73093583,41.94350897,
William Marino & Company,4117,N Lowell Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,No answer and no website,773-286-3159,,POINT(-87.7368451661131 41.955958120938),-87.73684517,41.95595812,
William Pavlecic & Associates,4518,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Building trades,No,2019,Architectural Services,312-922-4575,,POINT(-87.7412821375409 41.9535124970824),-87.74128214,41.9535125,
William Toedt,3235,W Berteau Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Scrtrl Court Rrptn,773-463-1154,,POINT(-87.7095322231744 41.9575025396896),-87.70953222,41.95750254,
Williams Home Theater Design,4634,N Kenneth Ave,,,,Chicago,,Active,Trade Service,Indoor service,Yes,2019,Spcl Trd Cntrs Nec,773-829-3894,,POINT(-87.7400099030113 41.9654872457366),-87.7400099,41.96548725,
Willow Tree Chicago Counseling,3500,N Lowell Ave,,,,Chicago,,Unknown,Health Services,Counselor,Yes,2019,no web,630-854-3076,,POINT(-87.7359773845655 41.9445707426983),-87.73597738,41.94457074,
Wilmette Screw Products,4432,N Elston Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,Screw Machine Prdts,773-725-2626,,POINT(-87.7306610415264 41.9615585428556),-87.73066104,41.96155854,
Window & Sliding EDMAR Contractors,4413,W Montrose Ave,,,,Chicago,,Active,Trade Service,Other,No,2019,,312-222-0200,,POINT(-87.7389757013708 41.9607511505123),-87.7389757,41.96075115,
Windy City Blues Society,4119,W Belle Plaine Ave,,,,Chicago,,Active,Arts and Entertainment,Social club,Yes,2019,Membership Organizations Ne,312-388-1197,,POINT(-87.7304439789093 41.9553671564753),-87.73044398,41.95536716,
Windy City Fabricators,3830,W Irving Park Rd,,,,Chicago,,Active,Retail,Small mixed,Yes,2019,Misc Rtl Strs Nec,773-583-4860,,POINT(-87.7239832495719 41.9537568416935),-87.72398325,41.95375684,
Windy City Group,3000,W Irving Park Rd,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,Rl Estate Agents Managers,773-478-4200,,POINT(-87.7033439995751 41.9539655042351),-87.703344,41.9539655,
Windy City Kitchens & Bath,4556,N Knox Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Lumbr Plywd Millw,773-227-7027,,POINT(-87.7439798780521 41.964271574764),-87.74397988,41.96427157,
Windy City Massage,4142,N Kedvale Ave,,,,Chicago,,Active,Personal Service,Massage,Yes,2019,Misc Prsnl Services Ne,312-356-0000,,POINT(-87.7309804141695 41.9566942983241),-87.73098041,41.9566943,
Windy City Muffler & Brakes,3924,W Irving Park Rd,,,,Chicago,,Active,Trade Service,Vehicle services,No,2019,Auto Exhaust RPR Sh,773-866-2812,,POINT(-87.726203528323 41.9536834969886),-87.72620353,41.9536835,
Windy City Playhouse,3014,W Irving Park Rd,,,,Chicago,,Active,Arts and Entertainment,Club-lounge-bar,No,2019,M Pct Thrs Ex Drv-,773-681-0319,,POINT(-87.7038110256064 41.9539655042351),-87.70381103,41.9539655,
Windy City Produce,3340,N Pulaski Rd,,,,Chicago,,Active,Retail,Large grocery,No,2019,Frt Vgtble Markets,773-777-4544,,POINT(-87.7273094101333 41.942375298319),-87.72730941,41.9423753,
Wing Group,4321,N Knox Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,,773-777-7889,,POINT(-87.7450150929922 41.9600428634634),-87.74501509,41.96004286,
Wing Sign,4452,W Belmont Ave,,,,Chicago,,Active,Trade Service,"Copy, mail, and print shops",No,2019,Signs Advt Spcltie,773-777-5500,,POINT(-87.7391546125377 41.9389775188617),-87.73915461,41.93897752,
Wireless Team 2,3600,W Irving Park Rd,,,,Chicago,,Out of Business,Trade Service,Tech service,No,2019,Radio Telephon Comm,773-754-0783,,POINT(-87.7180314445889 41.9538134787366),-87.71803144,41.95381348,
Wlodek Pieczonka Architect,3818,N Lowell Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Architectural Services,773-481-9400,,POINT(-87.7367394613537 41.950475245779),-87.73673946,41.95047525,
Woodards,4464,N Elston Ave,,,,Chicago,,Active,Industrial,Parts,No,2019,Archtctrl Metalwork,773-283-8113,,POINT(-87.73151948329 41.9621615422608),-87.73151948,41.96216154,
Wopshagan,3808,N Kildare Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus  Services  Nec,312-368-2052,,POINT(-87.7353768518149 41.9502134077429),-87.73537685,41.95021341,
Worldlink Insurance Service,4146,N Keeler Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,Yes,2019,Insurance Agnts Sv,773-725-2507,,POINT(-87.7326203632808 41.9568113815979),-87.73262036,41.95681138,
Xica's Beauty Salon,3250,N Pulaski Rd,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-725-1402,,POINT(-87.7272557959822 41.9406164999691),-87.7272558,41.9406165,
Yamane Development,3217,W Irving Park Rd,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,Subdvdrs Dvlprs N,773-612-2760,,POINT(-87.7087063660011 41.9538430525285),-87.70870637,41.95384305,
Yemen Restaurant,4748,N Kenneth Ave,,,,Chicago,,Active,Dining,Restaurant,No,2019,Eating Places,773-777-8755,,POINT(-87.740080411778 41.9673031985968),-87.74008041,41.9673032,
Yet Best Mortgage,4220,W Montrose Ave,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,No,2019,Mtg Bkrs Corrspndn,773-427-1111,,POINT(-87.7336419444899 41.960927460206),-87.73364194,41.96092746,
Yogi's Playhouse and Grooming Express,3719,W Montrose Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,,773-984-8591,,POINT(-87.7213578036781 41.9610144883094),-87.7213578,41.96101449,
Yoly's Beauty Salon,4352,W Belmont Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,Beauty Shops,773-282-0328,,POINT(-87.736661025853 41.9389955186519),-87.73666103,41.93899552,
Yoruk Rug Gallery,4346,N Keeler Ave,,,,Chicago,,Active,Retail,Housewares & furnishings,Yes,2019,Floor Covering Strs,773-529-8749,,POINT(-87.73272881958 41.9604198787352),-87.73272882,41.96041988,
Yunez Dental,3204,N Pulaski Rd,,,,Chicago,,Active,Health Services,Dentist,No,2019,Ofcs Clns of Dntst,773-202-0377,,POINT(-87.72723334349 41.9392422082138),-87.72723334,41.93924221,
Z Double,4050,N Kilbourn Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,Yes,2019,Bus  Services  Nec,312-437-0940,,POINT(-87.740587935659 41.9550473291289),-87.74058794,41.95504733,
Zaanti Reiki,3311,W Irving Park Rd,,,,Chicago,,Active,Health Services,Alternative medicine,No,2019,Ofcs Hlth Prnrs Ne,312-788-7410,,POINT(-87.7110092673006 41.9538198887977),-87.71100927,41.95381989,
Zam Zam Wedding Works,4342,N Bernard St,,,,Chicago,,Active,Arts and Entertainment,Hall-party-cater,Yes,2019,Misc Prsnl Services Ne,773-419-6208,,POINT(-87.7143799357911 41.9606178262571),-87.71437994,41.96061783,
Zayna Fashion Boutique,4352,N Elston Ave,,,,Chicago,,Active,Retail,Clothing,No,2019,Womens Clothng Strs,773-283-4050,,POINT(-87.7280930393018 41.9597469993876),-87.72809304,41.959747,
Zebda,4344,N Elston Ave,,,,Chicago,,Active,Dining,Fast Food,No,2019,Eating Places,773-545-7000,,POINT(-87.7277656438049 41.9595155955836),-87.72776564,41.9595156,
Zender Enterprises,3692,N Milwaukee Ave,,,,Chicago,,Active,Industrial,Other,No,2019,Spcl Dies Tls Fxt,773-282-2293,,POINT(-87.7383294812032 41.9478780393418),-87.73832948,41.94787804,
Zenergy Recording Studios,4255,N Knox Ave,,,,Chicago,,Active,Trade Service,Media,No,2019,Recording studio,708-870-0451,,POINT(-87.7442320926445 41.9583055228745),-87.74423209,41.95830552,
Zeus Massage,3451,W Montrose Ave,,,,Chicago,,Active,Personal Service,Massage,No,2019,,773-866-1060,,POINT(-87.7150714714733 41.9610954883856),-87.71507147,41.96109549,
Zig Zag Catering,4425,W Montrose Ave,,,,Chicago,,Active,Arts and Entertainment,Hall-party-cater,No,2019,,773-935-7000,,POINT(-87.739393762931 41.9607411573818),-87.73939376,41.96074116,
Zone Electric,3839,N Kilbourn Ave,,,,Chicago,,Active,Trade Service,Building trades,Yes,2019,Electrical Work,773-931-8358,,POINT(-87.7408765859193 41.9509531148763),-87.74087659,41.95095311,
Zumba Fitness,3574,N Milwaukee Ave,,,,Chicago,60641,Active,Fitness,Fitness art,No,2019,,773-216-4592,,POINT(-87.7347761 41.9457433),-87.7347761,41.9457433,
Ageless Medspa,5008,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-205-8800,,POINT(-87.7531404445686 41.9680014603698),-87.75314044,41.96800146,
Allstate Insurance,5362,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,312-943-8081,,POINT(-87.762038830583 41.9676644788583),-87.76203883,41.96766448,
Chi Town Tattoo,5056,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Body art,No,2019,,773-283-8696,,POINT(-87.75456895272 41.9680196276266),-87.75456895,41.96801963,
Crystal Overhead Door,5030,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Building trades,No,2019,"No answer, no sign. Will call again during field check",773-283-6677,,POINT(-87.7539504446805 41.9679734861238),-87.75395044,41.96797349,
CVS Pharmacy,4801,N Central Ave,,,,Chicago,,Active,Retail,Drug,No,2019,,773-282-2830,,POINT(-87.7674342047059 41.9678402958699),-87.7674342,41.9678403,
DBA City Sports,5050,W Lawrence Ave,,,,Chicago,,Active,"Wholesale, storage and transit",Other,No,2019,,773-647-1346,,POINT(-87.7542384445606 41.9679734861238),-87.75423844,41.96797349,
Farmer's Insurance,5504,W Lawrence ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-777-2100,,POINT(-87.7652206049288 41.9678763673116),-87.7652206,41.96787637,
Flash Limousine & Bus,5320,W Lawrence Ave,211,,,Chicago,,Active,"Wholesale, storage and transit","Taxi, limo and similar",No,2019,,312-473-5000,,POINT(-87.760256404176 41.967960475821),-87.7602564,41.96796048,
Hammer Retirement Services,5512,W Lawrence Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,773-895-0690,,POINT(-87.7655275727361 41.9678741184409),-87.76552757,41.96787412,
Heatmasters,5540,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Indoor service,No,2019,,773-777-5700,,POINT(-87.766690195733 41.9678185151373),-87.7666902,41.96781852,
Independent Order of Svithiod,5518,W Lawrence Ave,,,,Chicago,,Active,Social Services & Political Advocacy,Advocacy,No,2019,,773-736-1191,,POINT(-87.7658806672367 41.9678164826693),-87.76588067,41.96781648,
Integrate Family Practice,5012,W Lawrence Ave,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-205-2555,,POINT(-87.7531404445686 41.9680014603698),-87.75314044,41.96800146,
Jefferson Park Hair Studio,5506,W Lawrence Ave,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-725-0984,,POINT(-87.7652973462069 41.967875804927),-87.76529735,41.9678758,
K&L Realty,5524,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Other professional,No,2019,,773-577-2424,,POINT(-87.7661911672197 41.9678174571585),-87.76619117,41.96781746,
Lifestyle Carpets,5514,W Lawrence Ave,B,,,Chicago,,Active,Retail,Other,No,2019,,773-805-1919,,POINT(-87.7656043149126 41.9678735560562),-87.76560431,41.96787356,
LIS Food-Liquor,5316,W Lawrence Ave,,,,Chicago,,Active,Retail,Liquor,No,2019,,773-505-8111,,POINT(-87.7603286053687 41.9679054890782),-87.76032861,41.96790549,
Palm USA,5050,W Lawrence ave,,,,Chicago,,Active,Retail,Other,No,2019,,,,POINT(-87.7545655 41.9681888),-87.7545655,41.9681888,
Panda Cleaners,5500,W Lawrence ave,,,,Chicago,,Active,Personal Service,"Laundry, tailor",No,2019,,773-202-1411,,POINT(-87.7654711675195 41.9678264573244),-87.76547117,41.96782646,
Pink Poodle Grooming,5510,W Lawrence Ave,,,,Chicago,,Active,Trade Service,Animal care,No,2019,,773-282-8550,,POINT(-87.7654508305598 41.9678746808256),-87.76545083,41.96787468,
Plaza Minimart,5022,W Lawrence Ave,,,,Chicago,,Active,Retail,Convenience,No,2019,,773-685-3983,,POINT(-87.7535904448304 41.9679834607543),-87.75359044,41.96798346,
Six Corners Obstetrics & Gynecology,5318,W Lawrence Ave,,,,Chicago,,Active,Health Services,Other,No,2019,,773-202-8861,,POINT(-87.7601472615639 41.9679625156315),-87.76014726,41.96796252,
State Farm,5520,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,773-685-5500,,POINT(-87.7658345405435 41.9678718695701),-87.76583454,41.96787187,
The Gift Theater Rehearsal Space,5338,W Lawrence Ave,,,,Chicago,,Active,Arts and Entertainment,Other,No,2019,,773-283-7071,,POINT(-87.7608708868647 41.9678955484992),-87.76087089,41.96789555,
VG Insurance Solutions Agency,5324,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Insurance agency,No,2019,,312-625-3700,,POINT(-87.7604767950512 41.9679559493651),-87.7604768,41.96795595,
ZP Realty,5362,W Lawrence Ave,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Property service office,No,2019,,773-251-9473,,POINT(-87.762038830583 41.9676644788583),-87.76203883,41.96766448,
4847 South Kimbark Property Group,4930,S Greenwood Ave,,,,Chicago,60615,Out of Business,Unknown,Unknown,Yes,2019,,,,POINT(-87.5996207 41.8048469),-87.5996207,41.8048469,
70's Sweet Shop,1400,E 47th St,A,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Candy Shop,,,POINT(-87.5923646300867 41.8097658694751),-87.59236463,41.80976587,
Advanced Medical Imaging Center - Hyde Park Open MRI,1332,E 47th St,,,,Chicago,60653,Out of Business,Health Services,Therapy outpatient,No,2019,,773-624-5400,,POINT(-87.5932541 41.8100325),-87.5932541,41.8100325,
Advocate Medical Group,1301,E 47th St,,,,Chicago,,Active,Health Services,Out-patient,No,2019,,773-493-8212,,POINT(-87.5941033 41.8090447),-87.5941033,41.8090447,
Affordable Medical Transportation,1137,E 50th St,1,,,Chicago,,Unknown,Health Services,Ambulance,Yes,2019,,773-924-1777,,POINT(-87.5976283 41.8038972),-87.5976283,41.8038972,
Ancona School,4770,S Dorchester Ave,,,,Chicago,,Active,Childcare and Schools,Private school K-12,No,2019,,773-924-2356,,POINT(-87.5920618 41.8079625),-87.5920618,41.8079625,
Another Barber Shop,843,E 47th St,,,,Chicago,,Active,Personal Service,Beauty,No,2019,,773-924-1207,,POINT(-87.604829 41.8091867),-87.604829,41.8091867,
AT&T,825,E 44th St,,,,Chicago,,Out of Business,"Financial, Insurance, Real Estate, Legal, and Professional",Corporate office,No,2019,Ofcs Clns of Mdl D,,,POINT(-87.6057545 41.814654),-87.6057545,41.814654,
ATI Physical Therapy,1340,E 47th St,,,,Chicago,,Active,Health Services,Therapy outpatient,No,2019,,773-496-5147,,POINT(-87.5933719 41.8098521),-87.5933719,41.8098521,
AW Wilkins Holdings,5008,S Blackstone Ave,,,,Chicago,,Unknown,"Financial, Insurance, Real Estate, Legal, and Professional",Other financial,Yes,2019,,,,POINT(-87.5908808 41.8037904),-87.5908808,41.8037904,
Baskin-Robbins,1400,E 47th St,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,,773-288-5719,,POINT(-87.5922122 41.8102825),-87.5922122,41.8102825,
Binny's Beverage Depot,1240,E 47th St,,,,Chicago,,Active,Retail,Liquor,No,2019,,773-324-5000,,POINT(-87.5953758 41.8101316),-87.5953758,41.8101316,
BMO Harris Bank,901,E 47th St,,,,Chicago,,Active,"Financial, Insurance, Real Estate, Legal, and Professional",Bank,No,2019,,773-451-2600,,POINT(-87.603093 41.8093447),-87.603093,41.8093447,
Boost Moblie,1400,E 47th St,,,,Chicago,,Active,Retail,Phones,No,2019,,,,POINT(-87.5923646300867 41.8097658694751),-87.59236463,41.80976587,
BP,5048,S Cornell Ave,,,,Chicago,,Active,Retail,Gas station,No,2019,,773-667-7045,,POINT(-87.5868853 41.8028709),-87.5868853,41.8028709,
BP,1158,E 47th St,,,,Chicago,,Active,Retail,Gas station,No,2019,Brd Cke Rltd Prdc,773-538-8400,,POINT(-87.5972671 41.8098057),-87.5972671,41.8098057,
Bridgeport Coffee,5030,S Cornell Ave,,,,Chicago,,Active,Dining,Cafe-Bakery-Specialty,No,2019,Grocery Stores,773-947-0348,,POINT(-87.5867421 41.8032729),-87.5867421,41.8032729,
Bronson Lift,5000,S East End Ave,C2,,,Chicago,,Unknown,Trade Service,Building trades,Yes,2019,,773-752-1000,,POINT(-87.5857299 41.8043149),-87.5857299,41.8043149,
Burgess Childcare,4502,S Lake Park Ave,,,,Chicago,,Unknown,Childcare and Schools,Home daycare,Yes,2019,small web,773-285-3949,,POINT(-87.5964259 41.8131186),-87.5964259,41.8131186,
Cafe on the Grove,4317,S Cottage Grove Ave,,,,Chicago,60653,Out of Business,Dining,Restaurant,No,2019,,,,POINT(-87.6063352 41.8162433),-87.6063352,41.8162433,
